Entity Name,Alternative Name,Type,Tag
Gregorieff,,his excavations at Sarai,Person
Gregory X,,"Pope, /see/ Theobald of Piacenza",Person
Grenard,,,No
Grioni,,Zanino,No
Grioni,,"/Griut/ (/kurut/), sour-curd",No
Groat,,Venetian /grosso/,No
Groot,,"Professor, J.J.M. de",No
Grote,,Arthur,No
Grueber and Dorville,,Jesuit travellers,No
Grueber and Dorville,,"/Grus, cinerea, antigone, leucogeranus, monachus/",No
Gryphon,,/see/ Rue,No
Guasmul,Basmul,half-breeds,No
Guchluk,,,No
Gudar ,,,No
Gudar ,,"/Gudderi/, musk animals, Tibet",No
Gudran,,,No
Guebers,,the,No
Gujáh,,Húlákú‘s chief secretary,Person
Gujáh,,"/Gugal/, bdellum",Person
Guilds of craftsmen at Kinsay,,,No
Guilds of craftsmen at Kinsay,,—— Venetian,No
Guinea-fowl,,,No
Guions,,a quasi-Tibetan tribe,No
Gumish–Khának,,silver mines,No
Gunpowder,,,No
Gurgan,,a Tartar chief,Person
Gurgan,,"/Gurgan/, son-inlaw, a title",Person
Gur–Khan of Karacathay,,,No
Gutturals,,Mongol elision of,No
Gutturals,,/Guz/=100,No
Guzerat,Gozurat,,Location
Guzerat,,"products, mediaeval architecture and dress",Location
Guzerat,,work,Location
Guzerat,,,Location
Haast,,"Dr., discovers a fossil Rue",No
Habíb-ullah of Khotan,,,No
Habsh,Abash,/see/ Abyssinia,Location
Hadhramaut ,Sessania Adrumetorum,,No
Hadiah,,,No
Haffer,,,No
Hai-nan,,Gulf of,Location
Hai-nan,,—— language of,Location
Hairy men in Sumatra,,,No
Hajji Mahomed,,,No
Hakeddin,,,No
Half-breeds,,/see/ Argon,Person
Hamd Allah Mastaufi,,the geographer,No
Hamilton,,Captain Alexander,No
Hammer–Purgstall on Marco Polo,,,No
Hamúm Arabs,,,No
Hamza of Ispahan,,,No
Hamza Pantsúri,,or Fantsúri,No
Hanbury,,D,No
Han-chung,Cuncun,,No
Hang-chau fu,,/see/ Kinsay,Location
Han dynasty,,,No
Han dynasty,,—— River,No
Hanjam,,,No
Han-kau,,,No
Hansi,,,No
Han Yu,,,No
Han Yu,,/Harám/,No
Harhaura,,W. Panjáb,No
Harlez,,Mgr. de,No
Harlez,,/Hármozeia/,No
Harlez,,"/Harpagornis/, fossil Ruc",No
Harran,,,No
Harshadeva,,king of Kashmir,Person
Harsuddi,,temple of,No
Haru,,or Aru,No
Hashíshín,,/see/ Assassins,No
Hasik,,,No
Hassán Kalá,,hot springs at,No
Hassan,,"son of Sabah, founder of the Ismailites",Person
Hastings,,"Warren, letter of",No
Hatan,,rebellion of,No
Haunted deserts,,,No
Havret,,Father H,No
Havret,,"/Hawáríy/ (Avarian), the term",No
Hawks,,hawking in Georgia,No
Hawks,,Yezd and Kerman,No
Hawks,,Badakhshan,No
Hawks,,Etzina,No
Hawks,,among the Tartars,No
Hawks,,on shores and islands of Northern Ocean,No
Hawks,,Kúblái’s sport at Chagannor,No
Hawks,,in mew at Chandu,No
Hawks,,trained eagles,No
Hawks,,Kúblái’s establishment of,No
Hawks,,in Tibet,No
Hawks,,Sumatra,No
Hawks,,Maabar,No
Hayton I.,Hethum,king of Lesser Armenia,Person
Hayton I.,,his autograph,Person
Hazáras,,"the, Mongol origin of",Location
Hazáras,,lax custom ascribed to,Location
Hazbana,,king of Abyssinia,Person
Heat,,great at Hormuz,No
Heat,,in India,No
Heaven,,City of (Kinsay),Location
Hedin,,Dr. Sven,No
Heibak,,caves at,No
Height,,effects on fire of great,No
Heikel,,"Professor Axel, on Buddhist monasteries in the Orkhon",No
Hei-shui,Mongol Etsina),River,Location
Hel,,Ela (Cardamom),No
Helena,,Empress,Person
Helli,,/see/ Eli,No
He-lung Kiang,,,No
Hemp of Kwei-chau,,,No
Henry II,,Duke of Silesia,Person
Henry III,,,Person
Heraclius,,Emperor,No
Heraclius,,said to have loosed the shut-up nations,No
Herat,,,No
Hereditary trades,,,No
Hereford,,Map,No
Hermenia,,/see/ Armenia,Location
Hermits of Kashmir,,,No
Herodotus,,,No
Hethum,,/see/ Hayton,Location
Hiai ,"Kiai-chau,Caichu",,No
Hides,,,No
Hili,,"Hili–Marawi, /see/ Ely",Location
Hill-people of Fo-kien,,wild,No
Hinaur,,/see/ Hunáwar,No
Hind,,,No
Hindu character,,remarks on frequent eulogy of,No
Hindu character,,—— Kush,No
Hindus,,their steel and iron,No
Hindus,,—— in Java,No
Hing-hwa,,language of,No
Hippopotamus’ teeth,,,No
Hips,,admiration of large,No
Hirth,,Dr. F,No
Hiuan–Tsung,,Emperor,Person
Hiuen Tsang,,"Dr., a Buddhist monk",Person
Hochau,,"in Sze-chwan, Mangku Khan’s death at",Location
Hochau,,—— in Kansuh,Location
Hochung-fu,Cachanfu,,Location
Hodgson,,Mr,No
Hoernle,,Dr,No
Hojos,,,No
Hokien-fu,Cacanfu,,No
Hokow,,or Hokeu,No
Holcombe,,Rev. C.,Location
Holcombe,,on Hwai-lu,Location
Holcombe,,on Yellow River,Location
Holcombe,,on Pia-chau fu,Location
Holcombe,,on road from T’ung-kwan to Si-ngan fu,Location
Hollingworth,,H.G,No
Holy Sepulchre,,,No
Holy Sepulchre,,oil from lamp of,No
Homeritae,,,No
Homi-cheu,,or Ngo-ning,No
Homi-cheu,,"/Homme/, its technical use",No
Hondius map,,,No
Ho-nhi,,or Ngo-ning (Anin) tribe (/See/ Homi-cheu.),No
Hooker,,"Sir Joseph, on bamboo explosion",No
Horiad,Oirad,or Uirad) tribe,No
Hormuz,Hormos,Curmosa),Location
Hormuz,,trade with India,Location
Hormuz,,a sickly place,Location
Hormuz,,the people’s diet,Location
Hormuz,,ships,Location
Hormuz,,great heat and fatal wind,Location
Hormuz,,"crops, mourning customs",Location
Hormuz,,the king of,Location
Hormuz,,another road to Kerman from,Location
Hormuz,,route from Kerman to,Location
Hormuz,,site of the old city,Location
Hormuz,,foundation of,Location
Hormuz,,history of,Location
Hormuz,,merchants,Location
Hormuz,,horses exported to India from,Location
Hormuz,,the Melik of,Location
Hormuz,,"—— Island, or Jerun",Location
Hormuz,,Organa of Arian,Location
Hormuzdia,,,No
Horns of Ovis Poli,,,No
Horoscopes,,in China,No
Horoscopes,,in Maabar,No
Horse-posts and Post-houses,,,No
Horses,,Turkish,No
Horses,,Persian,No
Horses,,"of Badakhshan, strain of Bucephalus",No
Horses,,sacrificed at Kaans’ tombs,No
Horses,,Tartar,No
Horses,,and white mares,No
Horses,,presented to Kaan on New Year’s Day,No
Horses,,of Carajan,No
Horses,,their tails docked,No
Horses,,of Anin,No
Horses,,tracking by,No
Horses,,decorated with Yaks’ tails,No
Horses,,now bred in S. India,No
Horses,,—— great trade and prices in importing to India from Persia,No
Horses,,modes of shipment,No
Horses,,from Carajan,No
Horses,,from Anin,No
Horses,,"from Kis, Hormuz, Dofar, Soer, and Aden",No
Horses,,Esher,No
Horses,,Dofar,No
Horses,,Calatu,No
Horses,,—— duty on,No
Horses,,captured by pirates,No
Horses,,their extraordinary treatment and diet in India,No
Horse-stealing,,Tartar laws,No
Hosie,,A.,No
Hosie,,on Ch’êng-tu,No
Hosie,,brine-wells of Pai-yen-ching,No
Hosie,,on the Si-fan,No
Hosie,,on Caindu Lake,No
Hospitals,,Buddhist,No
Hostelries,,at Cambaluc,No
Hostelries,,on the Cathay post-roads,No
Hostelries,,at Kinsay,No
Hot springs in Armenia,,,No
Hot springs in Armenia,,near Hormuz,No
Hounds,,Masters of Kaan’s,No
Hours,,struck from Cambaluc bell-tower,No
Hours,,at Kinsay,No
Hours,,unlucky,No
Hours,,canonical,No
Hsi Hsia dynasty,,,No
Hsi Hsia dynasty,,"/Hsiang-chên, Hsiang/, wood",No
Hu-chau fu,Vuju,,No
Hui-hui,,"white and black capped, two Mohammedan sects",No
Hukaji ,Hogáchi,"Cogachin), Kúblái’s son",Person
Hukwan-hien,,,No
Húlakú Khan,Alau,"Alacan), Kúblái’s brother, and founder of Mongol",Person
Húlakú Khan,,dynasty in Persia,Person
Húlakú Khan,,war with Barka Khan,Person
Húlakú Khan,,takes Baghdad and puts Khalif to death,Person
Húlakú Khan,,the Ismailites and the Old Man,Person
Húlakú Khan,,—— his treachery,Person
Húlakú Khan,,his descendants,Person
Húlakú Khan,,battle with Barca,Person
Húlakú Khan,,his followers,Person
Hullukluk,,"village, near Sivas",Location
Human fat,,used for combustion in war,No
Human fat,,—— sacrifices,No
Humáyún,,Emperor,Person
Humboldt,,,No
Hunáwar,Onore,Hinaur),No
Hundred Eyes,,prophecy of the,No
Hundred Eyes,,"/Hundwáníy/ (ondanique), Indian steel",No
Hungary,,Hungarians,Location
Hung Hao,,Chinese author,Person
Hun-ho,Sanghin ,River,Location
Hunting equipment and Expedition,,Kúblái’s,No
Hunting equipment and Expedition,,Kang-hi’s,No
Hunting equipment and Expedition,,—— preserves. (/See/ also Sport.),No
Hutton,,Captain,No
Hwa-chau,,,No
Hwai-lu,,"or Hwo-lu-h’ien (Khavailu), the Birmingham of N. Shansi",No
Hwai-ngan-fu,Coiganju,,No
Hwai River,,,Location
Hwang-ho,Yellow River,,Location
Hwang-ho,,changes in its courses,No
Hwang-ho,,its embankments,No
Hwan-ho,,,No
Hyena,,,No
Hyrcania,,king of,No
Hyrcania,,,No
Iabadiu,,,No
Ibn-al-Furát,,,No
Ibn Batuta ,,circa A.D. 1330–1350),Person
Ibn Batuta ,,his account of Chinese juggling,Person
Ibn Batuta ,,his account of Khansa (Kinsay),Person
Ibn Batuta ,,of Zayton,Person
Ibn Batuta ,,in Sumatra,Person
Ibn Batuta ,,on Camphor,Person
Ibn Batuta ,,in Ceylon,Person
Ibn Batuta ,,at Kaulam,Person
Ibn Batuta ,,in Malabar,Person
Ibn Batuta ,,sees Rukh,Person
Ibn Batuta ,,his account of Maldives,Person
Ibn Batuta ,,dog-sledges,Person
Ibn Batuta ,,Market in Land of Darkness,Person
Ibn Batuta ,,on Silver Mines of Russia,Person
Ibn Fozlán,,/see/ Fozlán,No
Ichin-hien,,,No
Ichthyophagous cattle and people,,,No
Icon Amlac,,king of Abyssinia,Person
Iconium,Kuniyah,Conia),No
Idolatry (Buddhism) and Idolaters,,,No
Idolatry (Buddhism) and Idolaters,,in Kashmir,No
Idolatry (Buddhism) and Idolaters,,their decalogue,No
Idolatry (Buddhism) and Idolaters,,Pashai,No
Idolatry (Buddhism) and Idolaters,,Tangut,No
Idolatry (Buddhism) and Idolaters,,Kamul,No
Idolatry (Buddhism) and Idolaters,,Kanchau,No
Idolatry (Buddhism) and Idolaters,,Chingintalas,No
Idolatry (Buddhism) and Idolaters,,Suhchau,No
Idolatry (Buddhism) and Idolaters,,"Etzina, their fasting days",No
Idolatry (Buddhism) and Idolaters,,Tartars and Cathayans,No
Idolatry (Buddhism) and Idolaters,,Erguiul,No
Idolatry (Buddhism) and Idolaters,,Egrigaia,No
Idolatry (Buddhism) and Idolaters,,Tenduc,No
Idolatry (Buddhism) and Idolaters,,Chandu,No
Idolatry (Buddhism) and Idolaters,,at Kúblái’s birthday feast,No
Idolatry (Buddhism) and Idolaters,,Cachanfu,No
Idolatry (Buddhism) and Idolaters,,Kenjanfu,No
Idolatry (Buddhism) and Idolaters,,Acbalec Manzi,No
Idolatry (Buddhism) and Idolaters,,Sindafu,No
Idolatry (Buddhism) and Idolaters,,Tibet,No
Idolatry (Buddhism) and Idolaters,,Caindu,No
Idolatry (Buddhism) and Idolaters,,Yachi,No
Idolatry (Buddhism) and Idolaters,,Carajan,No
Idolatry (Buddhism) and Idolaters,,Zardandan,No
Idolatry (Buddhism) and Idolaters,,Mien,No
Idolatry (Buddhism) and Idolaters,,Caugigu,No
Idolatry (Buddhism) and Idolaters,,Coloman,No
Idolatry (Buddhism) and Idolaters,,Cuiju,No
Idolatry (Buddhism) and Idolaters,,Cacanfu,No
Idolatry (Buddhism) and Idolaters,,Chinangli,No
Idolatry (Buddhism) and Idolaters,,Sinjumatu,No
Idolatry (Buddhism) and Idolaters,,Coiganju,No
Idolatry (Buddhism) and Idolaters,,Paukin,No
Idolatry (Buddhism) and Idolaters,,Tiju,No
Idolatry (Buddhism) and Idolaters,,Nanghin,No
Idolatry (Buddhism) and Idolaters,,Chinghianfu,No
Idolatry (Buddhism) and Idolaters,,Tanpiju,No
Idolatry (Buddhism) and Idolaters,,Chipangu,No
Idolatry (Buddhism) and Idolaters,,Chamba,No
Idolatry (Buddhism) and Idolaters,,Sumatra,No
Idolatry (Buddhism) and Idolaters,,Nicobars,No
Idolatry (Buddhism) and Idolaters,,Mutfili,No
Idolatry (Buddhism) and Idolaters,,Coilum,No
Idolatry (Buddhism) and Idolaters,,Eli,No
Idolatry (Buddhism) and Idolaters,,Malabar,No
Idolatry (Buddhism) and Idolaters,,Tana,No
Idolatry (Buddhism) and Idolaters,,Cambaet,No
Idolatry (Buddhism) and Idolaters,,Semenat,No
Idolatry (Buddhism) and Idolaters,,Far North,No
Idolatry (Buddhism) and Idolaters,,—— Origin of,No
Idolatry (Buddhism) and Idolaters,,of Brahmans,No
Idolatry (Buddhism) and Idolaters,,of Jogis,No
Idols,,Tartar,No
Idols,,Tangut,No
Idols,,colossal,No
Idols,,of Cathay,No
Idols,,of Bacsi or Lamas,No
Idols,,of Sensin,No
Idols,,of East generally,No
Idols,,in India,No
Idols,,[Greek: Ieródouloi],No
Ieu,,Gnostics of,No
Ifat,,Aufat,No
Ig,,"Ij, or Irej, capital of the Shawánkárs",No
Igba Zion,,"Iakba Siun, king of Abyssinia",Person
Igba Zion,,"/Ilchi/, commissioner",Person
Ilchi,,modern capital of Khotan,Location
Ilchigadai Khan,,,Person
Ilija,,hot springs at,No
Ilkhan,,the title,No
Ilyáts,,nomads of Persia,No
Imáms of the Ismailites,,,No
Im Thurn,,"Everard, on /Couvade/",No
Incense,,Sumatran,No
Incense,,brown in West India,No
Incense,,"white (i.e. frankincense), in Arabia",No
India,,,Location
India,,horse trade to,Location
India,,trade to Manzi or China from,Location
India,,believed to breed no horses,Location
India,,trade with Persia and Arabia,Location
India,,western limits of,Location
India,,islands of,Location
India,,division of,Location
India,,sundry lists of States,Location
India,,trade with Aden and Egypt,Location
India,,with Arabian ports,Location
India,,confusion of Ethiopia and,Location
India,,the Greater,Location
India,,—— its extent,Location
India,,—— the Lesser,Location
India,,—— Middle (Abyssinia),Location
India,,—— remarks on this title,Location
India,,—— Maxima,Location
India,,—— Tertia,Location
India,,—— Superior,Location
India,,—— Sea of,Location
Indian drugs to prolong life,,,No
Indian drugs to prolong life,,"—— geography, dislocation of Polo’s",No
Indian drugs to prolong life,,"—— nuts, /see/ Cocoa-nuts",No
Indian drugs to prolong life,,—— steel (ondanique),No
Indies,,"the Three, and their distribution",No
Indifference,,"religious, of Mongol Emperors",No
Indigo,,mode of manufacture at Coilum,No
Indigo,,in Guzerat,No
Indigo,,Cambay,No
Indigo,,prohibited by London Painters’ Guild,No
Indo–China,,,No
Indo–China,,States,No
Indragiri ,,River,Location
Infants,,exposure of,No
Ingushes of Caucasus,,,No
Innocent IV,,Pope,No
Inscription,,"Jewish, at Kaifungfu",No
Insult,,"mode of, in South India",No
Intramural interment prohibited,,,No
Invulnerability,,devices for,No
Invulnerability,,‘Irák,No
Irghai,,,No
Irish,,accused of eating their dead kin,No
Irish,,—— M.S. version of Polo’s Book,No
Iron,,in Kerman,No
Iron,,in Cobinan,No
Iron Gate,Derbend Pass,said to have been built by Alexander,No
Iron Gate,,gate ascribed to,No
Irtish,,River,lo0
Isaac,,king of Abyssinia,Person
Isabel,,queen of Little Armenia,Person
Isabeni,,,No
Isentemur,Sentemur,"Essentemur), Kúblái’s grandson",Person
Ish,,the prefix,No
Ish,,‘Ishin,No
Ish-Káshm,,,No
Ish-Káshm,,dialect,No
Iskandar,,Shah of Malacca,No
Islands,,of the Indian Sea,No
Islands,,of China,No
Islands,,in the Gulf of Cheinan,No
Islands,,Male and Female,No
Isle d’Orleans,,,No
Isle of Rubies,Ceylon,,No
Ismaïl,,Shah of Persia,No
Ismailites,,/see/ Assassins,No
Ispahan ,Istanit,"Istan, Spaan), kingdom of Persia",No
Israel in China,,/see/ Jews,No
Iteration,,wearisome,No
I’tsing,,,No
Ivongo,,,No
Ivory trade,,,No
Izzuddin Muzaffar,,suggests paper-money in Persia,Person
Izzuddin Muzaffar,,,Person
Jacinth,,,No
Jacobite Christians,,at Mosul,No
Jacobite Christians,,at Tauris,No
Jacobite Christians,,Yarkand,No
Jacobite Christians,,perhaps in China,No
Jacobs,,"Joseph, Barlaam and Josaphat",No
Jacobs,,/Jadah/ or /Yadah-Tásh/,No
Jade stone (jasper) of Khotan,,,No
Jaeschke,,Rev. H.A,No
Jaffa,,"Count of, his galley",No
Jaipál,,Raja,No
Jájnagar,,,No
Jaláluddín of Khwarizm,,,No
Jamáluddín-al-Thaibi,,Lord of Kais,Person
Jamaluddin,,envoy from Ma’bar to Khanbaligh,Person
Jambi River,,,Location
James of Aragon,,king,Person
Jámisfulah,Gauenispola,,No
Jamúi Khátún,,,Person
Jamúi Khátún,,Kúblái’s favourite Queen,Person
Jamúi Khátún,,her kindness to the captured Chinese princesses,Person
Jangama sect,,,No
Janibeg,,Khan of Sarai,Person
Japan,,/see/ Chipangu,Location
Japanese paper-money,,,No
Jaroslawl,,,No
Jaroslawl,,"/Jase/, stitched vessel",No
Jaspar ,Gaspar,one of the Magi,No
Jasper and chalcedony,,,No
Jatolic,,"Játhalík, Jaselic, Gáthalík ([Greek: katholikós])",No
Jauchau,,,No
Jaúzgún,,former captain of Badakhshan,Person
Java,,the Great,Location
Java,,described,Location
Java,,"circuit, empires in",Location
Java,,Kúblái’s expedition against,Location
Java,,"the Greater and Lesser, meaning of these terms",Location
Java,,"the Less, /see/ Sumatra",Location
Jawa,,Jáwi,No
Jawa,,applied by Arabs to islands and products of the Archipelago generally,No
Jaya–Sinhavarman II,,king of Champa,Person
Jazirah,,,No
Jehangír,Jehan,Shah),Person
Jenkinson,,Anthony,No
Jerún ,Zarun,"island, site of the later Hormuz",Location
Jerusalem,,,Location
Jesuit maps,,,No
Jesujabus,,Nestorian Patriarch,No
Jews,,their test of Mahomed’s prophetic character,No
Jews,,shut up by Alexander,No
Jews,,their connection with the Tartars,No
Jews,,"in China, their inscription at Kaifungfu",No
Jews,,in Coilum,No
Jews,,in Abyssinia,No
Jibal,,,No
Jibal,,"—— Nakús, or “Hill of the Bell,” Sinai desert",No
Jibal-ul-Thabúl,,"“Hill of Drums,” near Mecca",No
Jiruft,,,No
Jogis,Chughi,,No
John XXII,,Pope,Person
Johnson,,his visit to Khotan,Person
Johnston,,Keith,No
Johore,,Sultan of,Person
Jon,Jihon,or Oxus) River,Location
Jordanus,,Friar,No
Jor-fattan,Baliapatan,,No
Josephus,,,No
Jubb,,Baliapatan,No
Judi,,Mount,No
Jugglers,,at Khan’s feasts,No
Jugglers,,and gleemen conquer Mien,No
Juggling extraordinary,,,No
Juji,,eldest son of Chinghiz,Person
Juju,Cho-chau,,No
Julman,,,No
Junghuhn,,on Batta cannibalism,No
Junghuhn,,on camphor trees,No
Junks,,,No
Jupár,,,No
Justice,,administration of Tartar,No
Justinian,,Emperor,Person
Juzgána ,Dogana,,Location
Juzgána,,,Location
Kaan,,"and Khan, the titles",Person
Kaan,,"the Great, /see/ Kúblái",Person
Kaans,,"the series of, and their burial place",No
Kaans,,massacre of all met by funeral party,No
Kabul,,,Location
Kabul,,"/Kachkár (Ovis Vignei)/, wild sheep",Location
Kadapah,,,No
Kafchi-kúe,,,No
Káfirs of Hindu Kush,,,No
Káfirs of Hindu Kush,,their wine,No
Káfirs of Hindu Kush,,"/Kahgyur/, Tibetan Scripture",No
Kahn-i-Panchur,,,No
Kaidu Khan,Caidu Khan,Kúblái’s cousin and life-long opponent,Person
Kaidu Khan,,plots with Nayan,Person
Kaidu Khan,,his differences with Kúblái,Person
Kaidu Khan,,and constant aggressions,Person
Kaidu Khan,,his death,Person
Kaidu Khan,,his victorious expedition /v./ Kúblái,Person
Kaidu Khan,,Kúblái’s resentment,Person
Kaidu Khan,,his daughter’s valour,Person
Kaidu Khan,,sends a host /v./ Abaga,Person
Kaifung-fu,,Jews and their synagogues there,Location
Kaifung-fu,,siege of,Location
Kaikhátu,Kiacatu,"Khan of Persia, seizes throne",Person
Kaikhátu,,his paper-money scheme,Person
Kaikhátu,,his death,Person
Kaikhátu,,his dissolute character,Person
Kaikhosru I. and III,,Seljukian dynasty,No
Kaïkobad I. and III,,,No
Kaikus,,Izz ed-din,No
Káil,,/see/ Cail,Location
Káïn,Gháín,a city of Persia,Location
Kaipingfu ,Keibung,"Kaiminfu, Kemenfu)",Location
Kairat-ul-Arab,,,No
Kais,,/see/ Kish,No
Kaisaríya,Caesaraea,Casaria),No
Kajjala,,"or Khajlak, a Mongol leader",Person
Kakateya,,dynasty,No
Kakhyens,,"Kachyens, tribe in Western Yun-nan",No
Kakula,,,No
Kala’ Atishparastan,Cala Ataperistan,“The Castle of the,No
Kala’ Atishparastan,,Fire–Worshippers”,No
Kala’ Safed,,,No
Kalajan,Calachan,,No
Kalámúr,,,No
Kalantan,,,No
Kalchi,,Kalakchi,No
Kales Devar,,king of Ma’bar,Person
Kales Devar,,his enormous wealth,Person
Kalgan,,or Chang-kia-keu,Location
Kalhát ,Kalhátú,"Calatu, Calaiate)",Location
Kalhát ,,described,Location
Kalhát ,,idiom of,Location
Kalidása,,"the poet, on the Yak",No
Kálikút,,,Location
Kálikút,,"/Kálín/, marriage prices",Location
Kalinga,,,No
Kalinjar,,,No
Kalinjar,,"/Kalmia angustifolia/, poisonous",No
Kamál Malik,,,No
Kamárah,,Komar,No
Kamasal ,Conosalmi,"Kahn-i-asal, “The honey canal”",No
Kambala,,Kúblái’s grandson,Person
Kambáyat ,Cambay,,Location
Kamboja,Chinla,,No
Kampar,,"district and River, Buddhist ruins",Location
Kamul ,Komal,"Camul), the Mongol Khamil, Chinese Hami",Location
Kamul ,,"/Kanat/, or /Karez/, underground stream",Location
Kanát-ul-Shám ,Conosalmi,,No
