Entity Name	Type	Tag
Hiai — or Kiai-chau (Caichu?)		FALSE
Hides (See Leather.)		FALSE
Hili	"Hili–Marawi, see Ely"	FALSE
Hill-people of Fo-kien	wild	FALSE
Hinaur	see Hunáwar	FALSE
Hind		FALSE
Hindu character	remarks on frequent eulogy of	FALSE
Hindu character	DASH Kush	FALSE
Hindus	their steel and iron	FALSE
Hindus	DASH in Java	FALSE
Hing-hwa	language of	FALSE
Hippopotamus’ teeth		FALSE
Hips	admiration of large	FALSE
Hirth	Dr. F	Person
Hiuan-Tsung	Emperor	Person
Hiuen Tsang	"Dr., a Buddhist monk"	Person
Hochau	"in Sze-chwan, Mangku Khan's death at"	Location
Hochau	DASH in Kansuh	FALSE
Hochung-fu (Cachanfu)		FALSE
Hodgson	Mr	Person
Húlakú Khan (Alau	DASH his treachery	Person
Húlakú Khan (Alau	his descendants	Person
Húlakú Khan (Alau	his followers	Person
Húlakú Khan (Alau	"Alacan), Kúblái’s brother, and founder of Mongol"	Person
Húlakú Khan (Alau	dynasty in Persia	Person
Húlakú Khan (Alau	war with Barka Khan	Person
Húlakú Khan (Alau	takes Baghdad and puts Khalif to death	Person
Húlakú Khan (Alau	the Ismailites and the Old Man	Person
Húlakú Khan (Alau	battle with Barca	Person
Hoernle	Dr	Person
Hojos		FALSE
Hokien-fu (Cacanfu)		FALSE
Hokow	or Hokeu	FALSE
Holcombe	on Yellow River	Location
Holcombe	Rev. C.	FALSE
Holcombe	on Hwai-lu	FALSE
Holcombe	on Pia-chau fu	FALSE
Holcombe	on road from T’ung-kwan to Si-ngan fu	FALSE
Hollingworth	H.G	FALSE
Holy Sepulchre		FALSE
Holy Sepulchre	oil from lamp of	FALSE
Homeritae		FALSE
Homi-cheu	or Ngo-ning	FALSE
Homi-cheu	"Homme, its technical use"	FALSE
Hondius map		FALSE
Ho-nhi	or Ngo-ning (Anin) tribe (See Homi-cheu.)	FALSE
Hooker	"Sir Joseph, on bamboo explosion"	FALSE
Horiad (Oirad	or Uirad) tribe	FALSE
Hormuz (Hormos	the king of	Person
Hormuz (Hormos	history of	Person
Hormuz (Hormos	another road to Kerman from	Person
Hormuz (Hormos	Curmosa)	Person
Hormuz (Hormos	trade with India	Person
Hormuz (Hormos	a sickly place	Person
Hormuz (Hormos	the people's diet	Person
Hormuz (Hormos	ships	Person
Hormuz (Hormos	great heat and fatal wind	Person
Hormuz (Hormos	"crops, mourning customs"	Person
Hormuz (Hormos	route from Kerman to	Person
Hormuz (Hormos	site of the old city	Person
Hormuz (Hormos	foundation of	Person
Hormuz (Hormos	merchants	Person
Hormuz (Hormos	horses exported to India from	Person
Hormuz (Hormos	the Melik of	Person
Hormuz (Hormos	"DASH Island, or Jerun"	Person
Hormuz (Hormos	Organa of Arian	Person
Hormuzdia		FALSE
Horns of Ovis Poli		FALSE
Horoscopes	in China	FALSE
Horoscopes	in Maabar	FALSE
Horse-posts and Post-houses		FALSE
Horses	Esher	Person
Horses	Turkish	FALSE
Horses	Persian	FALSE
Horses	"of Badakhshan, strain of Bucephalus"	FALSE
Horses	sacrificed at Kaans’ tombs	FALSE
Horses	Tartar	FALSE
Horses	and white mares	FALSE
Horses	presented to Kaan on New Year’s Day	FALSE
Horses	of Carajan	FALSE
Horses	their tails docked	FALSE
Horses	of Anin	FALSE
Horses	tracking by	FALSE
Horses	decorated with Yaks’ tails	FALSE
Horses	now bred in S. India	FALSE
Horses	DASH great trade and prices in importing to India from Persia	FALSE
Horses	modes of shipment	FALSE
Horses	from Carajan	FALSE
Horses	from Anin	FALSE
Horses	"from Kis, Hormuz, Dofar, Soer, and Aden"	FALSE
Horses	Dofar	FALSE
Horses	Calatu	FALSE
Horses	DASH duty on	FALSE
Horses	captured by pirates	FALSE
Horses	their extraordinary treatment and diet in India	FALSE
Horse-stealing	Tartar laws	FALSE
Hosie	A.	FALSE
Hosie	on Ch’êng-tu	FALSE
Hosie	brine-wells of Pai-yen-ching	FALSE
Hosie	on the Si-fan	FALSE
Hosie	on Caindu Lake	FALSE
Hospitals	Buddhist	Person
Hostelries	at Cambaluc	FALSE
Hostelries	on the Cathay post-roads	FALSE
Hostelries	at Kinsay	FALSE
Hot springs in Armenia		FALSE
Hot springs in Armenia	near Hormuz	FALSE
Hounds	Masters of Kaan’s	FALSE
Hours	struck from Cambaluc bell-tower	FALSE
Hours	at Kinsay	FALSE
Hours	unlucky	FALSE
Hours	canonical	FALSE
Hsi Hsia dynasty		FALSE
Hsi Hsia dynasty	"Hsiang-chên, Hsiang, wood"	FALSE
Hu-chau fu (Vuju)		FALSE
Hui-hui	"white and black capped, two Mohammedan sects"	FALSE
Hukaji (Hogáchi	"Cogachin), Kúblái’s son"	FALSE
Hukwan-hien		FALSE
Hullukluk	"village, near Sivas"	Location
Humáyún	Emperor	Person
Human fat	used for combustion in war	FALSE
Human fat	DASH sacrifices	FALSE
Humboldt		FALSE
Hunáwar (Onore	Hinaur)	FALSE
Hundred Eyes	prophecy of the	FALSE
Hundred Eyes	"Hundwáníy (ondanique), Indian steel"	FALSE
Hung Hao	Chinese author	Person
Hungary	Hungarians	FALSE
Hun-ho (Sanghin River)		FALSE
Hunting equipment and Expedition	Kublai's	FALSE
Hunting equipment and Expedition	Kang-hi's	FALSE
Hunting equipment and Expedition	DASH preserves. (See also Sport.)	FALSE
Hutton	Captain	Person
Hwa-chau		FALSE
Hwai River		FALSE
Hwai-lu	"or Hwo-lu-h’ien (Khavailu), the Birmingham of N. Shansi"	FALSE
Hwai-ngan-fu (Coiganju)		FALSE
Hwang-ho (Yellow River		Location
Hwang-ho (Yellow River	changes in its courses	Location
Hwang-ho (Yellow River	its embankments	Location
Hwan-ho		FALSE
Hyena		FALSE
Hyrcania	king of	Person
Hyrcania		FALSE
Iabadiu		FALSE
Ibn Batuta (Moorish traveller	his account of Chinese juggling	Person
Ibn Batuta (Moorish traveller	his account of Khansa (Kinsay)	Person
Ibn Batuta (Moorish traveller	his account of Maldives	Person
Ibn Batuta (Moorish traveller	circa A.D. 1330–1350)	Person
Ibn Batuta (Moorish traveller	of Zayton	Person
Ibn Batuta (Moorish traveller	in Sumatra	Person
Ibn Batuta (Moorish traveller	on Camphor	Person
Ibn Batuta (Moorish traveller	in Ceylon	Person
Ibn Batuta (Moorish traveller	at Kaulam	Person
Ibn Batuta (Moorish traveller	in Malabar	Person
Ibn Batuta (Moorish traveller	sees Rukh	Person
Ibn Batuta (Moorish traveller	dog-sledges	Person
Ibn Batuta (Moorish traveller	Market in Land of Darkness	Person
Ibn Batuta (Moorish traveller	on Silver Mines of Russia	Person
Ibn Fozlán	see Fozlán	FALSE
Ibn-al-Furát		FALSE
Ichin-hien		FALSE
Ichthyophagous cattle and people		FALSE
Icon Amlac	king of Abyssinia	Person
Iconium (Kuniyah	Conia)	FALSE
Idolatry (Buddhism) and Idolaters		FALSE
Idolatry (Buddhism) and Idolaters	in Kashmir	FALSE
Idolatry (Buddhism) and Idolaters	their decalogue	FALSE
Idolatry (Buddhism) and Idolaters	Pashai	FALSE
Idolatry (Buddhism) and Idolaters	Tangut	FALSE
Idolatry (Buddhism) and Idolaters	Kamul	FALSE
Idolatry (Buddhism) and Idolaters	Kanchau	FALSE
Idolatry (Buddhism) and Idolaters	Chingintalas	FALSE
Idolatry (Buddhism) and Idolaters	Suhchau	FALSE
Idolatry (Buddhism) and Idolaters	"Etzina, their fasting days"	FALSE
Idolatry (Buddhism) and Idolaters	Tartars and Cathayans	FALSE
Idolatry (Buddhism) and Idolaters	Erguiul	FALSE
Idolatry (Buddhism) and Idolaters	Egrigaia	FALSE
Idolatry (Buddhism) and Idolaters	Tenduc	FALSE
Idolatry (Buddhism) and Idolaters	Chandu	FALSE
Idolatry (Buddhism) and Idolaters	at Kúblái’s birthday feast	FALSE
Idolatry (Buddhism) and Idolaters	Cachanfu	FALSE
Idolatry (Buddhism) and Idolaters	Kenjanfu	FALSE
Idolatry (Buddhism) and Idolaters	Acbalec Manzi	FALSE
Idolatry (Buddhism) and Idolaters	Sindafu	FALSE
Idolatry (Buddhism) and Idolaters	Tibet	FALSE
Idolatry (Buddhism) and Idolaters	Caindu	FALSE
Idolatry (Buddhism) and Idolaters	Yachi	FALSE
Idolatry (Buddhism) and Idolaters	Carajan	FALSE
Idolatry (Buddhism) and Idolaters	Zardandan	FALSE
Idolatry (Buddhism) and Idolaters	Mien	FALSE
Idolatry (Buddhism) and Idolaters	Caugigu	FALSE
Idolatry (Buddhism) and Idolaters	Coloman	FALSE
Idolatry (Buddhism) and Idolaters	Cuiju	FALSE
Idolatry (Buddhism) and Idolaters	Cacanfu	FALSE
Idolatry (Buddhism) and Idolaters	Chinangli	FALSE
Idolatry (Buddhism) and Idolaters	Sinjumatu	FALSE
Idolatry (Buddhism) and Idolaters	Coiganju	FALSE
Idolatry (Buddhism) and Idolaters	Paukin	FALSE
Idolatry (Buddhism) and Idolaters	Tiju	FALSE
Idolatry (Buddhism) and Idolaters	Nanghin	FALSE
Idolatry (Buddhism) and Idolaters	Chinghianfu	FALSE
Idolatry (Buddhism) and Idolaters	Tanpiju	FALSE
Idolatry (Buddhism) and Idolaters	Chipangu	FALSE
Idolatry (Buddhism) and Idolaters	Chamba	FALSE
Idolatry (Buddhism) and Idolaters	Sumatra	FALSE
Idolatry (Buddhism) and Idolaters	Nicobars	FALSE
Idolatry (Buddhism) and Idolaters	Mutfili	FALSE
Idolatry (Buddhism) and Idolaters	Coilum	FALSE
Idolatry (Buddhism) and Idolaters	Eli	FALSE
Idolatry (Buddhism) and Idolaters	Malabar	FALSE
Idolatry (Buddhism) and Idolaters	Tana	FALSE
Idolatry (Buddhism) and Idolaters	Cambaet	FALSE
Idolatry (Buddhism) and Idolaters	Semenat	FALSE
Idolatry (Buddhism) and Idolaters	Far North	FALSE
Idolatry (Buddhism) and Idolaters	DASH Origin of	FALSE
Idolatry (Buddhism) and Idolaters	of Brahmans	FALSE
Idolatry (Buddhism) and Idolaters	of Jogis	FALSE
Idols	Tartar	FALSE
Idols	Tangut	FALSE
Idols	colossal	FALSE
Idols	of Cathay	FALSE
Idols	of Bacsi or Lamas	FALSE
Idols	of Sensin	FALSE
Idols	of East generally	FALSE
Idols	in India	FALSE
Idols	[Greek: Ieródouloi]	FALSE
Ieu	Gnostics of	FALSE
Ifat	Aufat	FALSE
Ig	"Ij, or Irej, capital of the Shawánkárs"	FALSE
Igba Zion	"Iakba Siun, king of Abyssinia"	Person
Igba Zion	"Ilchi, commissioner"	FALSE
Ilchi	modern capital of Khotan	FALSE
Ilchigadai Khan		FALSE
Ilija	hot springs at	FALSE
Ilkhan	the title	FALSE
Ilyáts	nomads of Persia	FALSE
Im Thurn	"Everard, on Couvade"	FALSE
Imáms of the Ismailites		FALSE
Incense	Sumatran	FALSE
Incense	brown in West India	FALSE
Incense	"white (i.e. frankincense), in Arabia"	FALSE
India	DASH remarks on this title	Location
India		Location
India	horse trade to	Location
India	trade to Manzi or China from	Location
India	believed to breed no horses	Location
India	trade with Persia and Arabia	Location
India	western limits of	Location
India	islands of	Location
India	division of	Location
India	sundry lists of States	Location
India	trade with Aden and Egypt	Location
India	with Arabian ports	Location
India	confusion of Ethiopia and	Location
India	the Greater	Location
India	DASH its extent	Location
India	DASH the Lesser	Location
India	DASH Middle (Abyssinia)	Location
India	DASH Maxima	Location
India	DASH Tertia	Location
India	DASH Superior	Location
India	DASH Sea of	Location
Indian drugs to prolong life		FALSE
Indian drugs to prolong life	"DASH geography, dislocation of Polo’s"	FALSE
Indian drugs to prolong life	"DASH nuts, see Cocoa-nuts"	FALSE
Indian drugs to prolong life	DASH steel (ondanique)	FALSE
Indies	"the Three, and their distribution"	FALSE
Indifference	"religious, of Mongol Emperors"	FALSE
Indigo	mode of manufacture at Coilum	FALSE
Indigo	in Guzerat	FALSE
Indigo	Cambay	FALSE
Indigo	prohibited by London Painters’ Guild	FALSE
Indo–China		FALSE
Indo–China	States	FALSE
Indragiri River		FALSE
Infants	exposure of	FALSE
Ingushes of Caucasus		FALSE
Innocent IV	Pope	Person
Inscription	"Jewish, at Kaifungfu"	FALSE
Insult	"mode of, in South India"	FALSE
Intramural interment prohibited		FALSE
Invulnerability	devices for	FALSE
Invulnerability	‘Irák	FALSE
I’tsing		FALSE
Irghai		FALSE
Irish	accused of eating their dead kin	FALSE
Irish	DASH M.S. version of Polo’s Book	FALSE
Iron	in Kerman	FALSE
Iron	in Cobinan	FALSE
Iron Gate (Derbend Pass	said to have been built by Alexander	Location
Iron Gate (Derbend Pass	gate ascribed to	Location
Irtish River		Location
Isaac	king of Abyssinia	Person
Isabel	queen of Little Armenia	Person
Isabeni		FALSE
Isentemur (Sentemur	"Essentemur), Kublai's grandson"	Person
Ish	the prefix	FALSE
Ish	‘Ishin	FALSE
Ish-Káshm		FALSE
Ish-Káshm	dialect	FALSE
Iskandar	Shah of Malacca	Person
Islands	of the Indian Sea	Location
Islands	of China	Location
Islands	in the Gulf of Cheinan	Location
Islands	Male and Female	Location
Isle d’Orleans		FALSE
Isle of Rubies (Ceylon)		FALSE
Ismaïl	Shah of Persia	Person
Ismailites	see Assassins	FALSE
Ispahan (Istanit	"Istan, Spaan), kingdom of Persia"	Location
Israel in China	see Jews	FALSE
Iteration	wearisome	FALSE
Ivongo		FALSE
Ivory trade		FALSE
Izzuddin Muzaffar	suggests paper-money in Persia	FALSE
Izzuddin Muzaffar		FALSE
Jájnagar		FALSE
Jámisfulah (Gauenispola)		FALSE
Jacinth		FALSE
Jacobite Christians	at Mosul	FALSE
Jacobite Christians	at Tauris	FALSE
Jacobite Christians	Yarkand	FALSE
Jacobite Christians	perhaps in China	FALSE
Jacobs	"Joseph, Barlaam and Josaphat"	FALSE
Jacobs	Jadah or Yadah-Tásh	FALSE
Jade stone (jasper) of Khotan		FALSE
Jaeschke	Rev. H.A	FALSE
Jaffa	"Count of, his galley"	Person
Jaipál	Raja	FALSE
Jaláluddín of Khwarizm		FALSE
Jamáluddín-al-Thaibi	Lord of Kais	Person
Jamaluddin	envoy from Ma’bar to Khanbaligh	FALSE
Jambi River		Location
James of Aragon	king	Person
Jamúi Khátún	her kindness to the captured Chinese princesses	Person
Jamúi Khátún		Person
Jamúi Khátún	Kublai's favourite Queen	Person
Jangama sect		FALSE
Janibeg	Khan of Sarai	Person
Jaúzgún	former captain of Badakhshan	FALSE
Japan	see Chipangu	Location
Japanese paper-money		FALSE
Jaroslawl		FALSE
Jaroslawl	"Jase, stitched vessel"	FALSE
Jaspar (Gaspar	one of the Magi	FALSE
Jasper and chalcedony		FALSE
Jatolic	"Játhalík, Jaselic, Gáthalík ([Greek: katholikós])"	FALSE
Jauchau		FALSE
Java	the Great	FALSE
Java	described	FALSE
Java	"circuit, empires in"	FALSE
Java	Kublai's expedition against	FALSE
Java	"the Greater and Lesser, meaning of these terms"	FALSE
Java	"the Less, see Sumatra"	FALSE
Jawa	Jáwi	FALSE
Jawa	applied by Arabs to islands and products of the Archipelago generally	FALSE
Jaya–Sinhavarman II	king of Champa	Person
Jazirah		FALSE
Jehangír (Jehan	Shah)	FALSE
Jenkinson	Anthony	FALSE
Jerún (Zarun	"island, site of the later Hormuz"	Location
Jerusalem		Location
Jesuit maps		FALSE
Jesujabus	Nestorian Patriarch	FALSE
Jews	their test of Mahomed’s prophetic character	FALSE
Jews	shut up by Alexander	FALSE
Jews	their connection with the Tartars	FALSE
Jews	"in China, their inscription at Kaifungfu"	FALSE
Jews	in Coilum	FALSE
Jews	in Abyssinia	FALSE
Jibal		FALSE
Jibal	"DASH Nakús, or “Hill of the Bell,” Sinai desert"	FALSE
Jibal-ul-Thabúl	"“Hill of Drums,” near Mecca"	FALSE
Jiruft		FALSE
Jogis (Chughi)		FALSE
John XXII	Pope	FALSE
Johnson	his visit to Khotan	Person
Johnston	Keith	FALSE
Johore	Sultan of	FALSE
Jon (Jihon	or Oxus) River	Location
Jordanus	Friar	FALSE
Jor-fattan (Baliapatan)		FALSE
Josephus		FALSE
Jubb River		FALSE
Judi	Mount	FALSE
Jugglers	at Khan’s feasts	FALSE
Jugglers	and gleemen conquer Mien	FALSE
Juggling extraordinary		FALSE
Juji	eldest son of Chinghiz	Person
Juju (Cho-chau)		FALSE
Julman		FALSE
Junghuhn	on Batta cannibalism	FALSE
Junghuhn	on camphor trees	FALSE
Junks. (See also Ships.)		FALSE
Jupár		FALSE
Justice	administration of Tartar	FALSE
Justinian	Emperor	FALSE
Juzgána (Dogana		FALSE
Juzgána (Dogana)		FALSE
Káïn (Gháín	a city of Persia	Location
Káfirs of Hindu Kush		FALSE
Káfirs of Hindu Kush	their wine	FALSE
Káfirs of Hindu Kush	"Kahgyur, Tibetan Scripture"	FALSE
Káil	see Cail	FALSE
Kálikút		FALSE
Kálikút	"Kálín, marriage prices"	FALSE
Káshgar (Cascar		FALSE
Káshgar (Cascar	Chankans of	FALSE
Káshgar (Cascar	Kashísh (Casses)	FALSE
Káveri River	delta of	FALSE
Káveri River	"Kavir, saline swamp"	FALSE
Káveripattanam		FALSE
Káyal	"Káil, see Cail"	FALSE
Káyal	DASH Pattanam	FALSE
Káyal	DASH Punnei	FALSE
Kaïkobad I. and III		FALSE
Kaan	"and Khan, the titles"	FALSE
Kaan	"the Great, see Kúblái"	FALSE
Kaans	"the series of, and their burial place"	FALSE
Kaans	massacre of all met by funeral party	FALSE
Kabul		FALSE
Kabul	"Kachkár (Ovis Vignei), wild sheep"	FALSE
Kadapah		FALSE
Kafchi-kúe		FALSE
Kahn-i-Panchur		FALSE
Kaidu (Caidu) Khan	his differences with Kúblái	Person
Kaidu (Caidu) Khan	his death	Person
Kaidu (Caidu) Khan	his victorious expedition v. Kúblái	Person
Kaidu (Caidu) Khan	his daughter’s valour	Person
Kaidu (Caidu) Khan	Kúblái’s cousin and life-long opponent	FALSE
Kaidu (Caidu) Khan	plots with Nayan	FALSE
Kaidu (Caidu) Khan	and constant aggressions	FALSE
Kaidu (Caidu) Khan	Kúblái’s resentment	FALSE
Kaidu (Caidu) Khan	sends a host v. Abaga	FALSE
Kaifung-fu	Jews and their synagogues there	Person
Kaifung-fu	siege of	FALSE
Kaikhátu (Kiacatu	"Khan of Persia, seizes throne"	Person
Kaikhátu (Kiacatu	his paper-money scheme	Person
Kaikhátu (Kiacatu	his death	Person
Kaikhátu (Kiacatu	his dissolute character	Person
Kaikhosru I. and III	Seljukian dynasty	FALSE
Kaikus	Izz ed-din	FALSE
Kaipingfu (Keibung	"Kaiminfu, Kemenfu)"	FALSE
Kairat-ul-Arab		FALSE
Kais	see Kish	FALSE
Kaisaríya (Caesaraea	Casaria)	FALSE
Kajjala	"or Khajlak, a Mongol leader"	FALSE
Kakateya	dynasty	FALSE
Kakhyens	"Kachyens, tribe in Western Yun-nan"	FALSE
Kakula		FALSE
Kalámúr		FALSE
Kalajan (Calachan)		FALSE
Kalantan		FALSE
Kala’ Atishparastan (Cala Ataperistan	“The Castle of the	FALSE
Kala’ Atishparastan (Cala Ataperistan	Fire–Worshippers”	FALSE
Kala’ Safed		FALSE
Kalchi	Kalakchi	FALSE
Kales Devar	king of Ma’bar	Person
Kales Devar	his enormous wealth	Person
Kalgan	or Chang-kia-keu	FALSE
Kalhát (Kalhátú	"Calatu, Calaiate)"	FALSE
Kalhát (Kalhátú	described	FALSE
Kalhát (Kalhátú	idiom of	FALSE
Kalidása	"the poet, on the Yak"	FALSE
Kalinga		FALSE
Kalinjar		FALSE
Kalinjar	"Kalmia angustifolia, poisonous"	FALSE
Kamál Malik		FALSE
Kamárah	Komar	FALSE
Kamasal (Conosalmi	"Kahn-i-asal, “The honey canal”"	FALSE
Kambáyat (Cambay)		FALSE
Kambala	Kúblái’s grandson	FALSE
Kamboja (Chinla)		FALSE
Kampar	"district and River, Buddhist ruins"	Person
Kamul (Komal	"Camul), the Mongol Khamil, Chinese Hami"	FALSE
Kamul (Komal	"Kanat, or Karez, underground stream"	FALSE
Kanát-ul-Shám (Conosalmi)		FALSE
Kanauj		FALSE
Kanbalu Island		FALSE
Kancháu (Campichu)		FALSE
Kandahár	"Kandar, Ghandhára"	FALSE
Kandy		FALSE
Kanerkes	"or Kanishka, kingdom"	FALSE
Kanerkes	coins of	FALSE
Kang-hi	Emperor	FALSE
Kank		FALSE
Kanp’u (Ganpu	old Port of Hang-chau	FALSE
Kansan	see Shensi	FALSE
Kansuh		FALSE
Kao Hoshang		FALSE
Kao–Tsung	Emperor	FALSE
Kao-yu (Cayu)		FALSE
Kapilavastu		FALSE
Kapukada	Capucate	FALSE
Kapukada	"Karábughá, Carabya, Calabra, a military engine"	FALSE
Kará Hulun		FALSE
Kará Khoja		FALSE
Karájáng (Carajan	or Yun-nan)	FALSE
Karákásh (“black jade”) River		FALSE
Karákhitaian Empire		FALSE
Karákhitaian Empire	DASH Princes of Kerman	FALSE
Karámúren (Caramoran) River	"Mongol name for the Hwang-ho, or Yellow River"	Location
Karámúren (Caramoran) River	"Karana, meaning of"	FALSE
Karáni (vulgo Cranny)		FALSE
Karakorum (Caracoron	"Kara Kumiz, special kind of Kumiz"	FALSE
Karakorum (Caracoron)		FALSE
Karanút	a Mongol sept	FALSE
Karaún Jidun	or Khidun	FALSE
Karaunahs (Caraonas	a robber tribe	FALSE
Karaunahs (Caraonas	"Karavat, an instrument for self-decollation"	FALSE
Karens		FALSE
Karmathian	heretics	Person
Karnúl		FALSE
Karrah		FALSE
Karra-Mánikpúr		FALSE
Kartazonon	"Karkaddan, rhinoceros"	FALSE
Kasaidi Arabs		FALSE
Kasaidi Arabs	"Kash, jade"	FALSE
Kashan		FALSE
Kashmír (Keshimur	Buddhism	Person
Kashmír (Keshimur		FALSE
Kashmír (Keshimur	beauty of the women	FALSE
Kashmír (Keshimur	conjurers	FALSE
Kashmír (Keshimur	the language of	FALSE
Kashmír (Keshimur	sorcery in	FALSE
Kashmiris		FALSE
Kasia	people and hills	FALSE
Kasyapa Buddha		FALSE
Kataghan	breed of horses	FALSE
Katar pirates		FALSE
Katif		FALSE
Kattiawár		FALSE
Kattiawár	pirates	FALSE
Kaulam	see Coilum	FALSE
Kaulam–Malé		FALSE
Kauli (Cauly	Corea	FALSE
Kaunchi (Conchi	Khan	FALSE
Kavváyi		FALSE
Kayten		FALSE
Kazáwinah		FALSE
Kazan		FALSE
Kazbek		FALSE
Kazvín (Casvin)		FALSE
Keary	C.F	FALSE
Keary	"Kebteul, night-watch"	FALSE
Kehran		FALSE
Keiaz tribe		FALSE
Keibung (Kaipingfu)		FALSE
Kelinfu (Kienning-fu	"City, its bridges"	FALSE
Kemenfu	see Kaipingfu	FALSE
Kenjanfu (Si-ngan fu)		FALSE
Keraits	a great Tartar tribe	FALSE
Kerala		FALSE
Keria	see Kiria	FALSE
Keriza River		FALSE
Kermán	"king of, Atabeg of"	Person
Kermán		FALSE
Kermán	route to Hormus from	FALSE
Kermán	"steel manufacture, its industries"	FALSE
Kermán	stitched vessels of	FALSE
Kermán	desert of	FALSE
Kerulen (K’i-lien) valley	the Khans’ burial-ground	FALSE
Keshican (Keshikten	Kúblái’s life-guard	FALSE
Kesmacoran (Kij Makrán		FALSE
Kesmacoran (Kij Makrán	Kij–Makrán	FALSE
Keuyung Kwan	village	FALSE
Khán Bádshah of Khotan		FALSE
Khánbalík	see Cambaluc	FALSE
Khátún-gol	"or “Lady’s River,” i.e. Hwang-ho"	Location
Khátún-gol	Khatun title of Khan’s wives	FALSE
Khakán	the word	FALSE
Khalif (Calif) Mosta’Sim Billah of Baghdad	mountain	Location
Khalif (Calif) Mosta’Sim Billah of Baghdad	plot v. the Christians laid by a former — the miracle of the	FALSE
Khalif (Calif) Mosta’Sim Billah of Baghdad		FALSE
Khalif (Calif) Mosta’Sim Billah of Baghdad	taken by Húlakú and starved to death	FALSE
Khalif (Calif) Mosta’Sim Billah of Baghdad	becomes secretly a Christian	FALSE
Khalif (Calif) Mosta’Sim Billah of Baghdad	Khálij	FALSE
Khalif (Calif) Mosta’Sim Billah of Baghdad	"Khàm, stuff made with cotton thread"	FALSE
Khambavati (Cambay)		FALSE
Khanabad (Dogana?)		FALSE
Khanfu		FALSE
Khanikoff	N. de (travels in Persia)	FALSE
Khanikoff	"Khanjár-i-Hundwán, hanger of Indian steel"	FALSE
