chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Verb subject	Verb object	Verb object2	Tagged sentence
1	PART 1	20	Of a certain City named Sapurgan	318	When the traveller has rode six days through the country now described, he finds a city called Sapurgan.			Sapurgan	rode	traveller			"When the traveller has <motion-vb fn-frame=""Self_motion"">rode</motion-vb> six days through the country now described, he finds a city called Sapurgan."
1	PART 1	20	Of a certain City named Sapurgan	319	It has great abundance of all things, among which are the finest melons in the world in great plenty, and they are preserved in this manner: The people cut them all round like cucumbers, and dry them in the sun, when they become sweeter than honey, and are sold through all the country.								It has great abundance of all things, among which are the finest melons in the world in great plenty, and they are preserved in this manner: The people cut them all round like cucumbers, and dry them in the sun, when they become sweeter than honey, and are sold through all the country.
1	PART 1	20	Of a certain City named Sapurgan	320	Here is fine hunting of beasts and birds.								Here is fine hunting of beasts and birds.
1	PART 1	20	Of a certain City named Sapurgan	321	Now I will go on to another city named Balk.			Balk	go	I			Now I will <motion-vb fn-frame=”Motion”>go</motion-vb> on to <loc fe=goal>another city named Balk</loc>.
1	PART 1	21	Of the City of Balk	322	Balk is a great and noble town, and was anciently still more so; 	Balk,Dogana		Balk					Balk is a great and noble town, and was anciently still more so; 
1	PART 1	21	Of the City of Balk	323	but the Tartars have spoiled and wasted it, so that many beautiful houses and palaces of marble are now destroyed.								but the Tartars have spoiled and wasted it, so that many beautiful houses and palaces of marble are now destroyed.
1	PART 1	21	Of the City of Balk	324	It was here, as I was told by the people, that Alexander took to wife the daughter of Darius.		Alexander,Darius						It was here, as I was told by the people, that Alexander took to wife the daughter of Darius.
1	PART 1	21	Of the City of Balk	325	The people revere Mohammed ; 		Mohammed						The people revere Mohammed ; 
1	PART 1	21	Of the City of Balk	326	and at this point ends the dominion of the Eastern Tartars, this city being the boundary of Persia, between north-east and east.			Persia					and at this point ends the dominion of the Eastern Tartars, this city being the boundary of Persia, between north-east and east.
1	PART 1	21	Of the City of Balk	327	Now let us tell of another country named Dogana.			Dogana					Now let us tell of another country named Dogana.
1	PART 1	21	Of the City of Balk	328	On leaving Balk, you ride two days between north-east and east, and find no habitation, because the people have all fled to the fortresses in the mountains for fear of wicked men, who lay waste the land.			Balk	leaving,fled	,people	Balk,	,	On <motion-vb fn-frame=”Departing”> leaving </motion-vb> <loc fe=source>Balk</loc>, you ride two days between north-east and east, and find no habitation, because the people have all <motion-vb fn-frame=”Fleeing”>fled to <loc fe=goal>the fortresses in the mountains</loc> for fear of wicked men, who lay waste the land.
1	PART 1	21	Of the City of Balk	329	There is no want of water or game, and lions are also seen.								There is no want of water or game, and lions are also seen.
1	PART 1	21	Of the City of Balk	330	No food is to be procured, but travellers must carry it both for themselves and their horses.								No food is to be procured, but travellers must carry it both for themselves and their horses.
1	PART 1	22	Of the Castle of Taikan	331	When a man has rode these two days, he finds a castle called Taikan,where there is a great corn-market, and the country round is fine.	Taikan		Taikan	rode	man			"When a man has <motion-vb fn-frame=""Self_motion"">rode</motion-vb> these two days, he finds a castle called Taikan,where there is a great corn-market, and the country round is fine."
1	PART 1	22	Of the Castle of Taikan	332	The mountains towards the south are very high, and formed entirely of salt, which is the best in the world, and people come for it from a distance of thirty days' journey round.								The mountains towards the south are very high, and formed entirely of salt, which is the best in the world, and people come for it from a distance of thirty days' journey round.
1	PART 1	22	Of the Castle of Taikan	333	It is so hard, that it can be broken only by great iron hammers ; 								It is so hard, that it can be broken only by great iron hammers ; 
1	PART 1	22	Of the Castle of Taikan	334	and there is enough to supply the whole human race till the end of time.								and there is enough to supply the whole human race till the end of time.
1	PART 1	22	Of the Castle of Taikan	335	Departing from that city, you go three days north-east, through a fine country, well planted with grain and fruits.				Departing				"<motion-vb fn-frame=""Departing"">Departing</motion-vb> from <loc fe=source>that city</loc>, you go three days north-east, through a fine country, well planted with grain and fruits."
1	PART 1	22	Of the Castle of Taikan	336	The people, who are followers of Mohammed, are wicked and murderous.		Mohammed						The people, who are followers of Mohammed, are wicked and murderous.
1	PART 1	22	Of the Castle of Taikan	337	They spend much time in the tavern, for they have abundance of good wine, well prepared.								They spend much time in the tavern, for they have abundance of good wine, well prepared.
1	PART 1	22	Of the Castle of Taikan	338	They wear nothing on their heads but a cord ten palms long wrapt round it.								They wear nothing on their heads but a cord ten palms long wrapt round it.
1	PART 1	22	Of the Castle of Taikan	339	They are good hunters, and thus supply themselves with venison ; but have no clothing except the skins of animals.								They are good hunters, and thus supply themselves with venison ; but have no clothing except the skins of animals.
1	PART 1	23	Of the City of Scassem	340	When a man travels three days, he finds a city named Scassem, which is on the plain, while the others are on the mountains, and through it flows a considerable river.	Scassem		Scassem					When a man travels three days, he finds a city named Scassem, which is on the plain, while the others are on the mountains, and through it flows a considerable river.
