chapterNo	chapterTitle	sectionNo	SentenceNo	sectionTitle	sentence	Marco Location	Person	Location	Travel verbs	VerbNet Travel	Narrate verbs	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	WordNet Travel	FrameNet Travel	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
1	PART 1	49	751	Of the great Battle fought between the Tartars and the King of Mien	but the Tartars were stronger, and more accustomed to battle.								were	were		were	were			
1	PART 1	49	752	Of the great Battle fought between the Tartars and the King of Mien	They wounded very severely with these missiles a multitude of the elephants, which, being terrified, took to flight and rushed with violence into the adjacent wood.				rushed	rushed			being,took,rushed	being	wounded,rushed	being,took	being	rushed		
1	PART 1	49	753	Of the great Battle fought between the Tartars and the King of Mien	As they could not be restrained from entering, and rushing backward and forward through the thick trees in confusion, they broke the wooden castles on their backs, and destroyed all their equipments.				entering,rushed	entering,rushing			be,rushing,broke	be	rushing	be,entering	be	entering ,rushing	broke	entering
1	PART 1	49	754	Of the great Battle fought between the Tartars and the King of Mien	When the Tartars saw these animals disposed of, they ran to their horses, which were bound to the trees, mounted them, and rushed upon the warriors of the King of Mien.			 Mien	ran	ran,rushed			saw,ran,were,rushed	were	saw,ran,rushed	ran,were	were	ran ,rushed		ran
1	PART 1	49	755	Of the great Battle fought between the Tartars and the King of Mien	They began the attack with a shower of arrows, but as the king and his troops still defended themselves valiantly, they drew their swords, and rushed into close combat.				rushed	rushed			began,defended,drew,rushed		drew,rushed			rushed		
1	PART 1	49	756	Of the great Battle fought between the Tartars and the King of Mien	Now mighty blows were struck ; swords and spears were fiercely thrust on both sides ; heads, arms, and hands were struck off ; 								were,struck,were,were,struck	were,were,were		were,were,were	were ,were ,were			
1	PART 1	49	757	Of the great Battle fought between the Tartars and the King of Mien	and many warriors fell to the earth dead and dying.										fell					fell
1	PART 1	49	758	Of the great Battle fought between the Tartars and the King of Mien	The noise and cries would have drowned the loudest thunder.								have							
1	PART 1	49	759	Of the great Battle fought between the Tartars and the King of Mien	At length, after midday, the host of Mien gave way; 			Mien					gave							
1	PART 1	49	760	Of the great Battle fought between the Tartars and the King of Mien	and the king, with all who survived the battle, took to flight, pursued by the Tartars, who killed many of the fugitives.				pursued	pursued			took		pursued	took		pursued		
1	PART 1	49	761	Of the great Battle fought between the Tartars and the King of Mien	When satisfied with pursuit, they returned to the wood to catch the elephants.				returned	returned			returned		returned	returned		returned		returned
1	PART 1	49	762	Of the great Battle fought between the Tartars and the King of Mien	They endeavoured to stop the flight of these animals by cutting down the trees and laying them across; 								cutting,laying		cutting					
1	PART 1	49	763	Of the great Battle fought between the Tartars and the King of Mien	yet they are so intelligent, that the soldiers would not have succeeded but for the aid of some of the captives taken in battle, through whose means they were able to recover two hundred.								have,taken,were	were		taken,were	were			
1	PART 1	49	764	Of the great Battle fought between the Tartars and the King of Mien	From this time the great khan began to employ elephants in his army, which he had not hither to done.		Khan						began,had		done					
1	PART 1	49	765	Of the great Battle fought between the Tartars and the King of Mien	Afterwards that monarch conquered the lands of Mien, and added them to his dominion.			Mien					added	added		added	added		added	
1	PART 1	50	766	Of the great Battle fought between the Tartars and the King of Mien	When you have departed from the said province of Caraian, there begins a great descent, which continues for two days and a half;	Anniz		Caraian	departed	departed	said	said	said	said	departed	departed	said	departed	said	departed
1	PART 1	50	767	Of the great Battle fought between the Tartars and the King of Mien	and in all this journey nothing occurs worthy of notice, except that there is a great space in which a market is held on certain days of the year.								held	held			held			
1	PART 1	50	768	Of the great Battle fought between the Tartars and the King of Mien	Thither come many merchants from divers countries and districts, some of whom bring gold and silver to exchange ; 				come	come					come	come		come		come
1	PART 1	50	769	Of the great Battle fought between the Tartars and the King of Mien	and they give an ounce of the former for five of the latter.															
1	PART 1	50	770	Of the great Battle fought between the Tartars and the King of Mien	None but those who bring the gold can penetrate into the countries where it is produced, so difficult and intricate are the roads. 															
1	PART 1	50	771	Of the great Battle fought between the Tartars and the King of Mien	When a man has travelled these two days and a half, he comes to a district which is called Anniz, on the borders of India, towards the south, and then he goes for fifteen days through a region covered with woods filled with elephants, unicorns, and other savage beasts, but not containing any human habitation.			Anniz,India	travelled	travelled		called	called,covered		travelled	travelled	called	travelled	covered	travelled
1	PART 1	51	772	Of the City of Mien, and the most beautiful Tomb of the the King	At the termination of these wild and pathless tracts is a large and noble city called Mien, the capital of the province.	Mien		Mien				called	called				called			
1	PART 1	51	773	Of the City of Mien, and the most beautiful Tomb of the the King	The people are all idolaters, with a language peculiar to themselves, and are subject to the great khan.		Khan													
1	PART 1	51	774	Of the City of Mien, and the most beautiful Tomb of the the King	About this city I will tell you a thing very remarkable.						tell	tell	tell	tell			tell		tell	
1	PART 1	51	775	Of the City of Mien, and the most beautiful Tomb of the the King	There was anciently in it a rich and powerful king, who, being about to die, commanded that on his tomb should be erected two towers, one of gold, and the other of silver.								was,being,commanded,be	was,being,be		was,being,be	be ,being ,was			
1	PART 1	51	776	Of the City of Mien, and the most beautiful Tomb of the the King	They are full ten paces high, and of a suitable thickness ; 															
1	PART 1	51	777	Of the City of Mien, and the most beautiful Tomb of the the King	the first, being composed of stone, is covered all over with gold to the thickness of a finger, so that to the spectator it appears wholly of that metal.								being,covered	being		being	being		covered	
1	PART 1	51	778	Of the City of Mien, and the most beautiful Tomb of the the King	The summit is round, and filled with little golden bells, which the wind, whenever it strikes them, causes to ring.															
1	PART 1	51	779	Of the City of Mien, and the most beautiful Tomb of the the King	The other tower is similarly formed, but is coated with silver, and has silver bells.															
1	PART 1	51	780	Of the City of Mien, and the most beautiful Tomb of the the King	By these buildings the king intentled to display his greatness and dignity, and they are the most beautiful and valuable to be seen in the world.								be,seen	be	seen	be	be			seen
