Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	VerbNet Narrate
452	3	PART 1	27	Eli or Dely	453	 I will tell you fully their customs and manners, which you will understand better, as we approach nearer home.				tell,understand	tell,understand		tell
453	3	PART 1	27	Eli or Dely	454	There is no port except a large river, with a good entrance.							
454	3	PART 1	27	Eli or Dely	455	Pepper grows in great abundance, and there isa considerable produce of ginger and other spices.							
455	3	PART 1	27	Eli or Dely	456	The king is very rich, but not powerful in men; 							
456	3	PART 1	27	Eli or Dely	457	yet his dominions have such strong approaches, that he has no dread of invasion.							
457	3	PART 1	27	Eli or Dely	458	"If any vessel destined for another port is driven hither by stress of weather, the people seize and possess themselves of all its cargo, saying, ""You were going to another place, but God sends you and yours to meù."""				destined,driven,seize,possess,saying,were,going	destined,driven,seize,possess,saying,were,going	driven,going	saying
458	3	PART 1	27	Eli or Dely	459	In this they think themselves quite guiltless.							
459	3	PART 1	27	Eli or Dely	460	Ships come from Manji and other parts in the summer, load in eight days, and depart as soon as possible, there being no port, but dangerous sandbanks.			Manji	being	being		
460	3	PART 1	27	Eli or Dely	461	Those of Manji are least apprehensive, being provided with large wooden anchors.			Manji	being,provided	being,provided		
461	3	PART 1	27	Eli or Dely	462	There are here lions and other wild beasts, with good hunting.							
462	3	PART 1	28	Melibar or Malabar	463	Melibar is a great kingdom towards the westward, with a sovereign and languages of its own.	Melibar		Melibar				
463	3	PART 1	28	Melibar or Malabar	464	The people are idolaters, and subject to no foreigner.							
464	3	PART 1	28	Melibar or Malabar	465	Here the northstar, at its greatest height, appears two cubits above the water.							
465	3	PART 1	28	Melibar or Malabar	466	From this and an adjacent province named Gozurat, there issue annually a body of upwards of a hundred vessels, who capture other ships and plunder the merchants.			Gozurat	named,issue,plunder	named,issue,plunder		
466	3	PART 1	28	Melibar or Malabar	467	Being sea-robbers, they carry with them their wives and children, and remain together all the summer, doing great injury to trade.				Being,doing,trade	Being,doing,trade		
467	3	PART 1	28	Melibar or Malabar	468	These wicked corsairs form what they call a ladder on the sea ; 							
468	3	PART 1	28	Melibar or Malabar	469	twenty of them place themselves five miles from each other, and thus command a hundred miles in extent.							
469	3	PART 1	28	Melibar or Malabar	470	When a merchantman comes in view, a light is kindled, which is repeated by one after another; 				kindled,repeated	kindled,repeated		repeated
470	3	PART 1	28	Melibar or Malabar	471	so that no vessel sailing here can escape them.				escape	escape	escape	
471	3	PART 1	28	Melibar or Malabar	472	The mariners, however, knowing well their wicked customs, come well armed and prepared, and fight a desperate battle, often beating them off with loss ; but at other times fall into their hands.				knowing,fight,beating	knowing,fight,beating		
472	3	PART 1	28	Melibar or Malabar	473	"The pirates then take the ship with all the goods, but do no injury to the men, saying to them, ""Go and collect another cargo, that we may have a chance of getting it too."""				saying,Go,collect,have,getting	saying,Go,collect,have,getting		saying
473	3	PART 1	28	Melibar or Malabar	474	In this country is a vast abundance of pepper, and also of ginger, with a good supply of cinnamon and other spices, also cubebs and cocoa-nuts.							
474	3	PART 1	28	Melibar or Malabar	475	Cotton cloths, the most beautiful and delicate in the whole world, are here manufactured, with other valuable articles.				manufactured	manufactured		
475	3	PART 1	28	Melibar or Malabar	476	To purchase these goods, the merchants from other quarters bring copper, which they use as ballast ; cloths of silk and gold, sandal-wood, and other spices.				purchase	purchase		
476	3	PART 1	28	Melibar or Malabar	477	Ships come even from the great province of Manji;			Manji				
477	3	PART 1	28	Melibar or Malabar	478	 and the dealers here convey the goods to various quarters in the west, whence the most valuable are forwarded to Alexandria.			Alexandria	forwarded	forwarded		
478	3	PART 1	28	Melibar or Malabar	479	Having told you now of Melibar, we shall go to Gozurat, but it would be too tedious to inform you of all the cities of these countries, they are so very numerous.			Melibar,Gozurat	Having,told,go,be,inform	Having,told,go,be,inform	go	told
479	3	PART 1	29	Kingdom of Gozurat	480	Gozurat, too, is a great kingdom to the west, having languages and a king of its own, and subject to no other.	Gozurat		Gozurat	having	having		
480	3	PART 1	29	Kingdom of Gozurat	481	Here the north-star rises to the apparent height of six cubits.							
481	3	PART 1	29	Kingdom of Gozurat	482	The greatest pirates in the world live here, and have a most wicked custom ; 				live	live		
482	3	PART 1	29	Kingdom of Gozurat	483	after taking a merchant, they make him drink tamarinds and sea-water, then examine carefully if he voids any pearls or precious stones, which are alleged to be usually swallowed on such emergencies.				taking,drink,examine,alleged,be,swallowed	taking,drink,examine,alleged,be,swallowed		
483	3	PART 1	29	Kingdom of Gozurat	484	There is in this land a great quantity of pepper and indigo, with a good deal of ginger.							
484	3	PART 1	29	Kingdom of Gozurat	485	Cotton also abounds, and the trees which bear it, when twenty years old, rise to the height of six paces; 							
485	3	PART 1	29	Kingdom of Gozurat	486	but the produce is then unfit to be spun, and can only be used for quilting.				be,spun,be,used	be,spun,be,used		
486	3	PART 1	29	Kingdom of Gozurat	487	Before twelve years, it is well fitted for the former purpose.				fitted	fitted		
487	3	PART 1	29	Kingdom of Gozurat	488	An immense quantity of  dressed leather is prepared from the skins of the goat, the buffalo, the wild ox, unicorn, and various other animals, and it is largely exported to Arabia and adjoining regions.			Arabia	dressed,prepared,exported	dressed,prepared,exported		
488	3	PART 1	29	Kingdom of Gozurat	489	Coverlets of red leather are also framed, with representations of birds and beasts, most delicately interwoven with gold and silver thread.				framed,interwoven	framed,interwoven		
489	3	PART 1	29	Kingdom of Gozurat	490	They are wonderfally beautiful, and being used by the Saracens for sleeping upon, are worth ten mares of silver.				being,used,sleeping	being,used,sleeping		
490	3	PART 1	29	Kingdom of Gozurat	491	There are also cushions woven with gold, valued atten marcs.				woven,valued	woven,valued		
491	3	PART 1	29	Kingdom of Gozurat	492	In short, this leather is embroidered for royal use, more delicately than in any other part of the world.				embroidered	embroidered		
492	3	PART 1	30	Tana (Bombay)	493	Tana is a great kingdom in the west ; 	Tana		Tana				
493	3	PART 1	30	Tana (Bombay)	494	the inhabitants idolaters, with a language of their own, under a sovereign subject to no other.							
494	3	PART 1	30	Tana (Bombay)	495	It does not produce pepper, or such spices as the other provinces ; but yields incense, not white, but of a brown colour.				produce	produce		
495	3	PART 1	30	Tana (Bombay)	496	There is a great trade in leather finely dressed, also in good cotton, both raw and made into cloth.				dressed,made	dressed,made		
496	3	PART 1	30	Tana (Bombay)	497	The merchants import gold, silver, brass, and other goods necessary for these kingdoms, receiving various articles in return.				receiving	receiving		
497	3	PART 1	30	Tana (Bombay)	498	But I have a bad thing to tell you ; 				tell	tell		tell
498	3	PART 1	30	Tana (Bombay)	499	for many pirates issue hence, scouring the sea, and greatly injuring the sailors;				scouring,injuring	scouring,injuring		
499	3	PART 1	30	Tana (Bombay)	500	and the king sanctions their conduct, having made an agreement, that they bring to him all the horses captured, which are very numerous, being in great request over all India.			India	having,made,captured,being	having,made,captured,being		
500	3	PART 1	30	Tana (Bombay)	501	But gold, silver, precious stones, and the rest of the cargo, belong to themselves.							
501	3	PART 1	30	Tana (Bombay)	502	Now this is bad and very unjust conduct.							
502	3	PART 1	30	Tana (Bombay)	503	Let us leave this country and speak of Cambaia.			Cambaia	Let,leave,speak	Let,leave,speak	leave	speak
503	3	PART 1	31	Kingdom of Cambaia	504	This is a great kingdom to the west ; 	Cambaia						
504	3	PART 1	31	Kingdom of Cambaia	505	the people idolaters, with a language of their own, and a ruler subject to no other.							
505	3	PART 1	31	Kingdom of Cambaia	506	Here the north-star appears more fully, as it always does the farther you go westward.							
506	3	PART 1	31	Kingdom of Cambaia	507	This region is rich and productive, particularly in excellent indigo; also cotton, both raw and manufactured, which is exported to many other countries.				manufactured,exported	manufactured,exported		
507	3	PART 1	31	Kingdom of Cambaia	508	I may add, many hides are dressed, and worked with a skill nowhere surpassed ; 				add,dressed,worked,surpassed	add,dressed,worked,surpassed		
508	3	PART 1	31	Kingdom of Cambaia	509	also other articles too tedious to enumerate.				enumerate	enumerate		
509	3	PART 1	31	Kingdom of Cambaia	510	The foreign merchants bring mostly gold, silver, and brass.							
510	3	PART 1	31	Kingdom of Cambaia	511	The people are not pirates, but honest ; living by trade and manufacture.							
511	3	PART 1	31	Kingdom of Cambaia	512	And now I will tell you of Semenat.			Semenat	tell	tell		tell
512	3	PART 1	32	Kingdom of Semenat (Sumnaut)	513	This is a great country to the westward.	Semant						
