chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases
3	PART 1	23	Lar ; the Bramins	377	If they go to a house for this purpose, and see one of the animals named tarantula, which here greatly abound, they observe if it comes to them from a lucky quarter, in which case they buy ; 				see,named	see,named	see one of the animals named tarantula , which here greatly abound,named tarantula , which here greatly abound	one of the animals named tarantula , which here greatly abound,tarantula , which here greatly abound
3	PART 1	23	Lar ; the Bramins	378	but if otherwise, they give up the transaction and go away.				go	go	go away	
3	PART 1	23	Lar ; the Bramins	379	Nay, I assure you, if one leaving his house hears a man sneeze in a manner that does not appear lucky, he stops and re-enters.				leaving,sneeze,appear	leaving,sneeze,appear	leaving his house,sneeze in a manner that does not appear lucky,appear lucky	his house,a manner that does not appear lucky
3	PART 1	23	Lar ; the Bramins	380	Even if on his road he sees a swallow approaching from the right or left, in an unlucky manner, he returns.				swallow,approaching,left	swallow,approaching,left	swallow approaching from the right or left,approaching from the right	the right
3	PART 1	23	Lar ; the Bramins	381	Their teeth are very good, through the use of an herb, which makes them look extremely well, and is very salutary.				look	look	look extremely well	
3	PART 1	23	Lar ; the Bramins	382	They never bleed from the vein or any other part, yet perfectly preserve their health.				preserve	preserve	preserve their health	their health
3	PART 1	23	Lar ; the Bramins	383	There are among them an order named cuigui, who live to an extraordinary age, even 150 or 200 years, yet can perform all the service of the monastery and idols as well as younger men.				named,perform	named,perform	named cuigui , who live to an extraordinary age , even 150 or 200 years , yet can perform all the service of the monastery and idols as well as younger men,perform all the service of the monastery and idols as well as younger men	cuigui , who live to an extraordinary age , even 150 or 200 years ,,all the service of the monastery and idols as well as younger men
3	PART 1	23	Lar ; the Bramins	384	This is owing to their great abstinence in eating and drinking ; 				owing	owing	owing to their great abstinence in eating and drinking	their great abstinence in eating and drinking
3	PART 1	23	Lar ; the Bramins	385	for they subsist mostly on rice and milk.							
3	PART 1	23	Lar ; the Bramins	386	They mingle also quick silver and sulphur, making a beverage which they drink from their infancy, saying that it lengthens their lives.				making,saying	making,saying	making a beverage which they drink from their infancy , saying that it lengthens their lives,saying that it lengthens their lives	a beverage which they drink from their infancy , saying that it lengthens their lives
3	PART 1	23	Lar ; the Bramins	387	There is also in this kingdom a religious order of more rigid cuigui, observing the strictest abstinence, leading a very rude and severe life, and going perfectly naked.				observing,leading,going	observing,leading,going	observing the strictest abstinence , leading a very rude and severe life , and going perfectly naked,leading a very rude and severe life,going perfectly naked	the strictest abstinence,a very rude and severe life
3	PART 1	23	Lar ; the Bramins	388	They adore the ox, and many wear on their forehead a small effigy of one in copper or bronze gilded.							
3	PART 1	23	Lar ; the Bramins	389	They also burn the dung, and reduce it to a powder, with which they reverentially anoint many parts of their body, as Christians use holy water.				reduce	reduce	reduce it to a powder , with which they reverentially anoint many parts of their body	it
3	PART 1	23	Lar ; the Bramins	390	They eat neither from spoon nor platter, but from large leaves, mostly of the apple of paradise.							
3	PART 1	23	Lar ; the Bramins	391	Even these must be dry ; 				be	be	be dry	
3	PART 1	23	Lar ; the Bramins	392	for if green, they are said to have a soul, which it would be sin to kill; 				said,have,be,kill	said,have,be,kill	said to have a soul , which it would be sin to kill,have a soul , which it would be sin to kill,be sin to kill,kill	a soul , which it would be sin to kill,sin,kill
3	PART 1	23	Lar ; the Bramins	393	and they would rather die than commit towards any animal an action believed unlawful.				die,commit,believed	die,commit,believed	die,commit towards any animal,believed unlawful	any animal
3	PART 1	23	Lar ; the Bramins	394	When asked why they feel no shame in going naked, they say, because they wish to have nothing belonging to this world, which they entered without clothing ; 				asked,going,have,belonging,entered	asked,going,have,belonging,entered	asked why they feel no shame in going naked,going naked,have nothing belonging to this world,belonging to this world,entered without clothing	nothing belonging to this world,this world,clothing
3	PART 1	23	Lar ; the Bramins	395	and committing no sin, they have no reason to be ashamed.				committing,be	committing,be	committing no sin,be ashamed	no sin
3	PART 1	23	Lar ; the Bramins	396	Besides, they kill no living creature, neither fly nor flea, nor hog nor worm, considering they have souls.				considering	considering	considering they have souls	they
3	PART 1	23	Lar ; the Bramins	397	They will sleep on the earth without any covering, whence it is a great wonder they do not die, much more that they enjoy so long a life.				sleep,covering,whence,die	sleep,covering,whence,die	sleep on the earth without any covering , whence it is a great wonder they do not die , much more that they enjoy so long a life,covering , whence it is a great wonder they do not die,whence it is a great wonder they do not die,die	the earth,it
3	PART 1	23	Lar ; the Bramins	398	They fast the whole year round, drinking only water.				drinking	drinking	drinking only water	only water
3	PART 1	23	Lar ; the Bramins	399	Some reside in the monastery to serve the gods;				serve	serve	serve the gods	the gods
3	PART 1	23	Lar ; the Bramins	400	 but before admission they undergo the following trial.				following	following		
3	PART 1	23	Lar ; the Bramins	401	The young girls offered to the idols caress these new candidates, and endeavour variously to entertain them.				offered,entertain	offered,entertain	offered to the idols,entertain them	the idols,them
3	PART 1	23	Lar ; the Bramins	402	Such as appear to take any pleasure in these endearments, are rejected as unworthy ; 				take,rejected	take,rejected	take any pleasure in these endearments,rejected as unworthy	any pleasure,unworthy
3	PART 1	23	Lar ; the Bramins	403	but if they show themselves totally indifferent, they are then retained.				retained	retained	retained	
3	PART 1	23	Lar ; the Bramins	404	Such are the customs of these cruel and perfidious idolaters, who burn the bodies of their dead, because otherwise they would breed worms, which after eating the flesh would starve, and thus involve in great sin the soul to which the body belonged.				breed,eating,starve,involve,belonged	breed,eating,starve,involve,belonged	breed worms , which after eating the flesh would starve , and thus involve in great sin the soul to which the body belonged,eating the flesh,starve , and thus involve in great sin the soul to which the body belonged,involve in great sin,belonged	the flesh,great sin
