chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	WordNet Travel	FrameNet Travel	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	25	Kingdom of Coilon	430	Pepper greatly abounds, being collected in the months of May, June, and July; 								being		being	being	being			
3	PART 1	25	Kingdom of Coilon	431	the trees are carefully planted and irrigated.										planted					
3	PART 1	25	Kingdom of Coilon	432	Indigo also is very plentiful and good, being made of an herb which they place in a great vessel, then pour in water, and leave it till the juice is given out.				leave		made,leave	leave	being,made,leave		being,leave,given	being	being	leave ,made		made,leave
3	PART 1	25	Kingdom of Coilon	433	Being then placed in the hot sun, it boils, acquires consistence, and becomes what we see.										Being,placed					
3	PART 1	25	Kingdom of Coilon	434	In this country the heat of the sun can scarcely be endured ;								be		be	be	be			
3	PART 1	25	Kingdom of Coilon	435	if you put an egg into any river, it will be boiled before you have gone any great distance.				gone		gone	gone	be,gone		be	be,gone	be	gone		gone
3	PART 1	25	Kingdom of Coilon	436	Hither resort many merchants from Manji, Arabia, and the Levant, bringing quantities of goods, and carrying away those of the country.			Manji, Arabia,Levant				carrying			carrying				carrying	
3	PART 1	25	Kingdom of Coilon	437	There are various animals different from all others in the world; such as a black lion, without either spot or mark ; parrots of numerous kinds, some white as snow, with red beak and feet ; others red and white, most lovely ; and some extremely small, and also very beautiful.															
3	PART 1	25	Kingdom of Coilon	438	The peacocks are much larger, handsomer, and of a different species from ours.															
3	PART 1	25	Kingdom of Coilon	439	The domestic fowls are also peculiar; in short, they have all things, fruits, beasts, and birds, dissimilar to ours, and both handsomer and better.															
3	PART 1	25	Kingdom of Coilon	440	They have no grain but rice, and make a wine from sugar, which is good, and intoxicates sooner than that from grapes.						make		make					make		make
3	PART 1	25	Kingdom of Coilon	441	Every thing necessary to support life abounds.										support					
3	PART 1	25	Kingdom of Coilon	442	Here are a number of skilful astrologers and physicians, who know how to preserve the human body in health.															
3	PART 1	25	Kingdom of Coilon	443	Both sexes are completely black, and wear no covering except a fine cloth about the middle.										covering				covering	
3	PART 1	25	Kingdom of Coilon	444	Their behaviour to each other shows little sense of propriety.															
3	PART 1	25	Kingdom of Coilon	445	A man will marry his cousin-german, the widow of his father, and even of his brother ; 															
3	PART 1	25	Kingdom of Coilon	446	this is the custom among all the people of India.			India												
3	PART 1	26	Comari (Cape Comorin)	447	Comari is a country of India, remarkable in this respect, that the north-star, which we had not seen since leaving Java, appeared to us when thirty miles out at sea, rising about a cubit above the horizon.	Comari		Comari,India,Java	leaving		leaving,rising	seen,leaving,rising	leaving,appeared,rising		had,seen,leaving			leaving ,rising		seen,leaving
3	PART 1	26	Comari (Cape Comorin)	448	There are few domestic, but abundance of wild animals, particularly monkeys of various shapes, some of which would almost seem to be men.								be		be	be	be			
3	PART 1	26	Comari (Cape Comorin)	449	There are cats of a very peculiar and wonderful species, lions, leopards, and ounces in great numbers.															
3	PART 1	26	Comari (Cape Comorin)	450	I will now proceed to Eli.			Eli	proceed			proceed			proceed					
3	PART 1	27	Eli or Dely	451	Eli is a kingdom, about 300 miles west of Comari.	Eli		Eli,Comari												
3	PART 1	27	Eli or Dely	452	 The people are subject to a king, idolaters, with a peculiar language, and independent of foreigners.															
3	PART 1	27	Eli or Dely	453	 I will tell you fully their customs and manners, which you will understand better, as we approach nearer home.					tell				tell	tell	tell	tell		tell	
3	PART 1	27	Eli or Dely	454	There is no port except a large river, with a good entrance.															
3	PART 1	27	Eli or Dely	455	Pepper grows in great abundance, and there isa considerable produce of ginger and other spices.															
3	PART 1	27	Eli or Dely	456	The king is very rich, but not powerful in men; 															
3	PART 1	27	Eli or Dely	457	yet his dominions have such strong approaches, that he has no dread of invasion.															
3	PART 1	27	Eli or Dely	458	"If any vessel destined for another port is driven hither by stress of weather, the people seize and possess themselves of all its cargo, saying, ""You were going to another place, but God sends you and yours to me?."""				driven,going	saying	driven,going	driven,going	were,going	saying	destined,driven,saying,were	saying,were,going	saying ,were	driven ,going	saying	going
3	PART 1	27	Eli or Dely	459	In this they think themselves quite guiltless.															
3	PART 1	27	Eli or Dely	460	Ships come from Manji and other parts in the summer, load in eight days, and depart as soon as possible, there being no port, but dangerous sandbanks.			Manji					being		being	being	being			
3	PART 1	27	Eli or Dely	461	Those of Manji are least apprehensive, being provided with large wooden anchors.			Manji					being		being	being	being			
3	PART 1	27	Eli or Dely	462	There are here lions and other wild beasts, with good hunting.															
3	PART 1	28	Melibar or Malabar	463	Melibar is a great kingdom towards the westward, with a sovereign and languages of its own.	Melibar		Melibar												
3	PART 1	28	Melibar or Malabar	464	The people are idolaters, and subject to no foreigner.															
3	PART 1	28	Melibar or Malabar	465	Here the northstar, at its greatest height, appears two cubits above the water.															
3	PART 1	28	Melibar or Malabar	466	From this and an adjacent province named Gozurat, there issue annually a body of upwards of a hundred vessels, who capture other ships and plunder the merchants.			Gozurat		named					named,issue				named	
3	PART 1	28	Melibar or Malabar	467	Being sea-robbers, they carry with them their wives and children, and remain together all the summer, doing great injury to trade.							doing			Being					
3	PART 1	28	Melibar or Malabar	468	These wicked corsairs form what they call a ladder on the sea ; 															
3	PART 1	28	Melibar or Malabar	469	twenty of them place themselves five miles from each other, and thus command a hundred miles in extent.															
3	PART 1	28	Melibar or Malabar	470	When a merchantman comes in view, a light is kindled, which is repeated by one after another; 									repeated	repeated		repeated		repeated	
3	PART 1	28	Melibar or Malabar	471	so that no vessel sailing here can escape them.				escape		escape		escape					escape		escape
3	PART 1	28	Melibar or Malabar	472	The mariners, however, knowing well their wicked customs, come well armed and prepared, and fight a desperate battle, often beating them off with loss ; but at other times fall into their hands.					knowing					knowing	knowing	knowing			
3	PART 1	28	Melibar or Malabar	473	"The pirates then take the ship with all the goods, but do no injury to the men, saying to them, ""Go and collect another cargo, that we may have a chance of getting it too."""				Go	saying		Go,getting	getting	saying	saying,have,getting	saying	saying	getting	saying	getting
3	PART 1	28	Melibar or Malabar	474	In this country is a vast abundance of pepper, and also of ginger, with a good supply of cinnamon and other spices, also cubebs and cocoa-nuts.															
3	PART 1	28	Melibar or Malabar	475	Cotton cloths, the most beautiful and delicate in the whole world, are here manufactured, with other valuable articles.															
3	PART 1	28	Melibar or Malabar	476	To purchase these goods, the merchants from other quarters bring copper, which they use as ballast ; cloths of silk and gold, sandal-wood, and other spices.															
3	PART 1	28	Melibar or Malabar	477	Ships come even from the great province of Manji;			Manji												
3	PART 1	28	Melibar or Malabar	478	 and the dealers here convey the goods to various quarters in the west, whence the most valuable are forwarded to Alexandria.			Alexandria	forwarded											
