chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs
3	PART 1	25	Kingdom of Coilon	432	Indigo also is very plentiful and good, being made of an herb which they place in a great vessel, then pour in water, and leave it till the juice is given out.				being,made,leave,given	being,made,leave,given
3	PART 1	25	Kingdom of Coilon	433	Being then placed in the hot sun, it boils, acquires consistence, and becomes what we see.				Being,placed	Being,placed
3	PART 1	25	Kingdom of Coilon	434	In this country the heat of the sun can scarcely be endured ;				be,endured	be,endured
3	PART 1	25	Kingdom of Coilon	435	if you put an egg into any river, it will be boiled before you have gone any great distance.				be,boiled,gone	be,boiled,gone
3	PART 1	25	Kingdom of Coilon	436	Hither resort many merchants from Manji, Arabia, and the Levant, bringing quantities of goods, and carrying away those of the country.			Manji, Arabia,Levant	bringing,carrying	bringing,carrying
3	PART 1	25	Kingdom of Coilon	437	There are various animals different from all others in the world; such as a black lion, without either spot or mark ; parrots of numerous kinds, some white as snow, with red beak and feet ; others red and white, most lovely ; and some extremely small, and also very beautiful.					
3	PART 1	25	Kingdom of Coilon	438	The peacocks are much larger, handsomer, and of a different species from ours.					
3	PART 1	25	Kingdom of Coilon	439	The domestic fowls are also peculiar; in short, they have all things, fruits, beasts, and birds, dissimilar to ours, and both handsomer and better.					
3	PART 1	25	Kingdom of Coilon	440	They have no grain but rice, and make a wine from sugar, which is good, and intoxicates sooner than that from grapes.				make	make
3	PART 1	25	Kingdom of Coilon	441	Every thing necessary to support life abounds.				support	support
3	PART 1	25	Kingdom of Coilon	442	Here are a number of skilful astrologers and physicians, who know how to preserve the human body in health.				preserve	preserve
3	PART 1	25	Kingdom of Coilon	443	Both sexes are completely black, and wear no covering except a fine cloth about the middle.				wear,covering	wear,covering
3	PART 1	25	Kingdom of Coilon	444	Their behaviour to each other shows little sense of propriety.					
3	PART 1	25	Kingdom of Coilon	445	A man will marry his cousin-german, the widow of his father, and even of his brother ; 				marry	marry
3	PART 1	25	Kingdom of Coilon	446	this is the custom among all the people of India.			India		
3	PART 1	26	Comari (Cape Comorin)	447	Comari is a country of India, remarkable in this respect, that the north-star, which we had not seen since leaving Java, appeared to us when thirty miles out at sea, rising about a cubit above the horizon.	Comari		Comari,India,Java	had,seen,leaving,appeared,rising	had,seen,leaving,appeared,rising
3	PART 1	26	Comari (Cape Comorin)	448	There are few domestic, but abundance of wild animals, particularly monkeys of various shapes, some of which would almost seem to be men.				seem,be	seem,be
3	PART 1	26	Comari (Cape Comorin)	449	There are cats of a very peculiar and wonderful species, lions, leopards, and ounces in great numbers.					
3	PART 1	26	Comari (Cape Comorin)	450	I will now proceed to Eli.			Eli	proceed	proceed
3	PART 1	27	Eli or Dely	451	Eli is a kingdom, about 300 miles west of Comari.	Eli		Eli,Comari		
3	PART 1	27	Eli or Dely	452	 The people are subject to a king, idolaters, with a peculiar language, and independent of foreigners.					
3	PART 1	27	Eli or Dely	453	 I will tell you fully their customs and manners, which you will understand better, as we approach nearer home.				tell,understand	tell,understand
3	PART 1	27	Eli or Dely	454	There is no port except a large river, with a good entrance.					
3	PART 1	27	Eli or Dely	455	Pepper grows in great abundance, and there isa considerable produce of ginger and other spices.					
3	PART 1	27	Eli or Dely	456	The king is very rich, but not powerful in men; 					
3	PART 1	27	Eli or Dely	457	yet his dominions have such strong approaches, that he has no dread of invasion.					
3	PART 1	27	Eli or Dely	458	"If any vessel destined for another port is driven hither by stress of weather, the people seize and possess themselves of all its cargo, saying, ""You were going to another place, but God sends you and yours to meù."""				destined,driven,seize,possess,saying,were,going	destined,driven,seize,possess,saying,were,going
3	PART 1	27	Eli or Dely	459	In this they think themselves quite guiltless.					
3	PART 1	27	Eli or Dely	460	Ships come from Manji and other parts in the summer, load in eight days, and depart as soon as possible, there being no port, but dangerous sandbanks.			Manji	being	being
3	PART 1	27	Eli or Dely	461	Those of Manji are least apprehensive, being provided with large wooden anchors.			Manji	being,provided	being,provided
3	PART 1	27	Eli or Dely	462	There are here lions and other wild beasts, with good hunting.					
3	PART 1	28	Melibar or Malabar	463	Melibar is a great kingdom towards the westward, with a sovereign and languages of its own.	Melibar		Melibar		
3	PART 1	28	Melibar or Malabar	464	The people are idolaters, and subject to no foreigner.					
3	PART 1	28	Melibar or Malabar	465	Here the northstar, at its greatest height, appears two cubits above the water.					
3	PART 1	28	Melibar or Malabar	466	From this and an adjacent province named Gozurat, there issue annually a body of upwards of a hundred vessels, who capture other ships and plunder the merchants.			Gozurat	named,issue,plunder	named,issue,plunder
3	PART 1	28	Melibar or Malabar	467	Being sea-robbers, they carry with them their wives and children, and remain together all the summer, doing great injury to trade.				Being,doing,trade	Being,doing,trade
3	PART 1	28	Melibar or Malabar	468	These wicked corsairs form what they call a ladder on the sea ; 					
3	PART 1	28	Melibar or Malabar	469	twenty of them place themselves five miles from each other, and thus command a hundred miles in extent.					
3	PART 1	28	Melibar or Malabar	470	When a merchantman comes in view, a light is kindled, which is repeated by one after another; 				kindled,repeated	kindled,repeated
3	PART 1	28	Melibar or Malabar	471	so that no vessel sailing here can escape them.				escape	escape
3	PART 1	28	Melibar or Malabar	472	The mariners, however, knowing well their wicked customs, come well armed and prepared, and fight a desperate battle, often beating them off with loss ; but at other times fall into their hands.				knowing,fight,beating	knowing,fight,beating
3	PART 1	28	Melibar or Malabar	473	"The pirates then take the ship with all the goods, but do no injury to the men, saying to them, ""Go and collect another cargo, that we may have a chance of getting it too."""				saying,Go,collect,have,getting	saying,Go,collect,have,getting
3	PART 1	28	Melibar or Malabar	474	In this country is a vast abundance of pepper, and also of ginger, with a good supply of cinnamon and other spices, also cubebs and cocoa-nuts.					
3	PART 1	28	Melibar or Malabar	475	Cotton cloths, the most beautiful and delicate in the whole world, are here manufactured, with other valuable articles.				manufactured	manufactured
3	PART 1	28	Melibar or Malabar	476	To purchase these goods, the merchants from other quarters bring copper, which they use as ballast ; cloths of silk and gold, sandal-wood, and other spices.				purchase	purchase
3	PART 1	28	Melibar or Malabar	477	Ships come even from the great province of Manji;			Manji		
3	PART 1	28	Melibar or Malabar	478	 and the dealers here convey the goods to various quarters in the west, whence the most valuable are forwarded to Alexandria.			Alexandria	forwarded	forwarded
3	PART 1	28	Melibar or Malabar	479	Having told you now of Melibar, we shall go to Gozurat, but it would be too tedious to inform you of all the cities of these countries, they are so very numerous.			Melibar,Gozurat	Having,told,go,be,inform	Having,told,go,be,inform
3	PART 1	29	Kingdom of Gozurat	480	Gozurat, too, is a great kingdom to the west, having languages and a king of its own, and subject to no other.	Gozurat		Gozurat	having	having
3	PART 1	29	Kingdom of Gozurat	481	Here the north-star rises to the apparent height of six cubits.					
3	PART 1	29	Kingdom of Gozurat	482	The greatest pirates in the world live here, and have a most wicked custom ; 				live	live
3	PART 1	29	Kingdom of Gozurat	483	after taking a merchant, they make him drink tamarinds and sea-water, then examine carefully if he voids any pearls or precious stones, which are alleged to be usually swallowed on such emergencies.				taking,drink,examine,alleged,be,swallowed	taking,drink,examine,alleged,be,swallowed
3	PART 1	29	Kingdom of Gozurat	484	There is in this land a great quantity of pepper and indigo, with a good deal of ginger.					
3	PART 1	29	Kingdom of Gozurat	485	Cotton also abounds, and the trees which bear it, when twenty years old, rise to the height of six paces; 					
3	PART 1	29	Kingdom of Gozurat	486	but the produce is then unfit to be spun, and can only be used for quilting.				be,spun,be,used	be,spun,be,used
3	PART 1	29	Kingdom of Gozurat	487	Before twelve years, it is well fitted for the former purpose.				fitted	fitted
3	PART 1	29	Kingdom of Gozurat	488	An immense quantity of  dressed leather is prepared from the skins of the goat, the buffalo, the wild ox, unicorn, and various other animals, and it is largely exported to Arabia and adjoining regions.			Arabia	dressed,prepared,exported	dressed,prepared,exported
