	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Gazzeter Location	Gazzeter Person
487	3	PART 1	29	Kingdom of Gozurat	488	An immense quantity of  dressed leather is prepared from the skins of the goat, the buffalo, the wild ox, unicorn, and various other animals, and it is largely exported to Arabia and adjoining regions.			Arabia		
488	3	PART 1	29	Kingdom of Gozurat	489	Coverlets of red leather are also framed, with representations of birds and beasts, most delicately interwoven with gold and silver thread.					
489	3	PART 1	29	Kingdom of Gozurat	490	They are wonderfally beautiful, and being used by the Saracens for sleeping upon, are worth ten mares of silver.					
490	3	PART 1	29	Kingdom of Gozurat	491	There are also cushions woven with gold, valued atten marcs.					
491	3	PART 1	29	Kingdom of Gozurat	492	In short, this leather is embroidered for royal use, more delicately than in any other part of the world.					
492	3	PART 1	30	Tana (Bombay)	493	Tana is a great kingdom in the west ; 	Tana		Tana	Tana	
493	3	PART 1	30	Tana (Bombay)	494	the inhabitants idolaters, with a language of their own, under a sovereign subject to no other.					
494	3	PART 1	30	Tana (Bombay)	495	It does not produce pepper, or such spices as the other provinces ; but yields incense, not white, but of a brown colour.					
495	3	PART 1	30	Tana (Bombay)	496	There is a great trade in leather finely dressed, also in good cotton, both raw and made into cloth.					
496	3	PART 1	30	Tana (Bombay)	497	The merchants import gold, silver, brass, and other goods necessary for these kingdoms, receiving various articles in return.					
497	3	PART 1	30	Tana (Bombay)	498	But I have a bad thing to tell you ; 					
498	3	PART 1	30	Tana (Bombay)	499	for many pirates issue hence, scouring the sea, and greatly injuring the sailors;					
499	3	PART 1	30	Tana (Bombay)	500	and the king sanctions their conduct, having made an agreement, that they bring to him all the horses captured, which are very numerous, being in great request over all India.			India		
500	3	PART 1	30	Tana (Bombay)	501	But gold, silver, precious stones, and the rest of the cargo, belong to themselves.					
501	3	PART 1	30	Tana (Bombay)	502	Now this is bad and very unjust conduct.					
502	3	PART 1	30	Tana (Bombay)	503	Let us leave this country and speak of Cambaia.			Cambaia		
503	3	PART 1	31	Kingdom of Cambaia	504	This is a great kingdom to the west ; 	Cambaia				
504	3	PART 1	31	Kingdom of Cambaia	505	the people idolaters, with a language of their own, and a ruler subject to no other.					
505	3	PART 1	31	Kingdom of Cambaia	506	Here the north-star appears more fully, as it always does the farther you go westward.					
506	3	PART 1	31	Kingdom of Cambaia	507	This region is rich and productive, particularly in excellent indigo; also cotton, both raw and manufactured, which is exported to many other countries.					
507	3	PART 1	31	Kingdom of Cambaia	508	I may add, many hides are dressed, and worked with a skill nowhere surpassed ; 					
508	3	PART 1	31	Kingdom of Cambaia	509	also other articles too tedious to enumerate.					
509	3	PART 1	31	Kingdom of Cambaia	510	The foreign merchants bring mostly gold, silver, and brass.					
510	3	PART 1	31	Kingdom of Cambaia	511	The people are not pirates, but honest ; living by trade and manufacture.					
511	3	PART 1	31	Kingdom of Cambaia	512	And now I will tell you of Semenat.			Semenat	Semenat	
512	3	PART 1	32	Kingdom of Semenat (Sumnaut)	513	This is a great country to the westward.	Semant				
513	3	PART 1	32	Kingdom of Semenat (Sumnaut)	514	The inhabitants are idolaters, with languages of their own, and a monarch subject to no other.					
514	3	PART 1	32	Kingdom of Semenat (Sumnaut)	515	They are not pirates, but live by trade and industry, as good men ought to do.					
515	3	PART 1	32	Kingdom of Semenat (Sumnaut)	516	The country is rich, and frequented by many merchants.					
516	3	PART 1	32	Kingdom of Semenat (Sumnaut)	517	The people, however, are fierce and cruel idolaters.					
517	3	PART 1	32	Kingdom of Semenat (Sumnaut)	518	Kesmacoran is a kingdom with a sovereign and languages of its own.			Kesmacoran	Kesmacoran	
518	3	PART 1	32	Kingdom of Semenat (Sumnaut)	519	The people are idolaters, and raise abundance of rice, on which and on flesh and milk they subsist.					
519	3	PART 1	32	Kingdom of Semenat (Sumnaut)	520	There is a great trade by sea and land, but nothing else worth mentioning.					
520	3	PART 1	32	Kingdom of Semenat (Sumnaut)	521	Now this is the last province found in India, in proceeding between west and north-west ; 			India		
521	3	PART 1	32	Kingdom of Semenat (Sumnaut)	522	and all the kingdoms already described, from Maabar to this, belong to that India which is called the Greater, and is the first of any in the world.			Maabar,India	Maabar	
522	3	PART 1	32	Kingdom of Semenat (Sumnaut)	523	I have, however, only mentioned those on the seacoast, since to treat of the inland ones would have been too tedious.					
523	3	PART 1	32	Kingdom of Semenat (Sumnaut)	524	I shall therefore proceed to notice certain islands, also belonging to India, and first two called Male and Female.			India,Male,Female		
524	3	PART 1	33	Islands called Male and Female	525	The isle called Male is full 500 miles out at sea, south of Kesmacoran.	Male,Female		Male,Kesmacoran	Kesmacoran	
525	3	PART 1	33	Islands called Male and Female	526	The people are baptized Christians, attached to the law and customs of the Old Testament ; 					
526	3	PART 1	33	Islands called Male and Female	527	they are very reserved in their intercourse with their wives.					
527	3	PART 1	33	Islands called Male and Female	528	All the latter, indeed, dwell in another isle which is called Female.			Female		
528	3	PART 1	33	Islands called Male and Female	529	The men go and reside there three months in the year-March, April, and May-when they return to their own residence, and spend the remaining nine months in labour.					
529	3	PART 1	33	Islands called Male and Female	530	In this isle is found very fine and beautiful amber.					
530	3	PART 1	33	Islands called Male and Female	531	The people live on rice, milk, and flesh, and excel in fishing, capturing enough both for their own food and for exportation.					
531	3	PART 1	33	Islands called Male and Female	532	They have no ruler except a bishop subject to the Archbishop of Scotra, and have languages of their own.			Scotra	Scotra	
532	3	PART 1	33	Islands called Male and Female	533	The isle where their wives reside is thirty miles distant ; 					
533	3	PART 1	33	Islands called Male and Female	534	but they could not live if they spent the whole year with them.					
534	3	PART 1	33	Islands called Male and Female	535	The sons remain with their mothers till the of fourteen, when they go to join their fathers in their separate abode.					
535	3	PART 1	34	Isle of Socotra	536	About 500 miles south from these isles you find that of Scotra, the people of which are baptized Christians, and have an archbishop.	Scotra		Scotra	Scotra	
536	3	PART 1	34	Isle of Socotra	537	Ambergris is very plentiful, being voided from the entrails of whales, which are pursued most actively, in order to obtain this precious article.					
537	3	PART 1	34	Isle of Socotra	538	They strike into the animal a barbed iron 80 firmly that it cannot be drawn out.					
538	3	PART 1	34	Isle of Socotra	539	A long line attached enables them to discover the place where the dead fish lies, and drag it to the shore, when they extract from its belly the ambergris, and from its head several casks of oil.					
539	3	PART 1	34	Isle of Socotra	540	Fine cotton cloth is made; and abundance of good salt fish prepared.					
540	3	PART 1	34	Isle of Socotra	541	The people subsist on rice, milk, and flesh; and go naked after the manner of the other idolatrous Indians.					
541	3	PART 1	34	Isle of Socotra	542	To this island come many ships and merchants ; 					
542	3	PART 1	34	Isle of Socotra	543	and indeed all those destined for Aden touch there.			Aden	Aden	
543	3	PART 1	34	Isle of Socotra	544	The archbishop has no connexion with the See of Rome, but is subject to a primate resident at Bagdad, who appoints him, as well as sends mandates to bishops and prelates in other quarters of the world.			Rome,Bagdad	Bagdad, Bagdad	
544	3	PART 1	34	Isle of Socotra	545	Hither, too, repair many corsairs with their ships, to sell their booty, and find a ready market, because the Christians, knowing it to have been abstracted from idolaters and Saracens, scruple not to purchase.					
545	3	PART 1	34	Isle of Socotra	546	I can tell you, moreover, that these Christians are the  most skilful enchanters in the world.					
546	3	PART 1	34	Isle of Socotra	547	The archbishop, indeed, forbids and even punishes this practice, but without any avail ;					
547	3	PART 1	34	Isle of Socotra	548	for their ancestors, they say, followed it before them, and they will continue.					
548	3	PART 1	34	Isle of Socotra	549	For instance, if a ship is proceeding full sail with a favourable wind, they raise a contrary one, and oblige it to return.					
549	3	PART 1	34	Isle of Socotra	550	They can make it blow from any quarter they please, and cause either a dead calm or a violent tempest.					
550	3	PART 1	34	Isle of Socotra	551	They perform many other marvellous enchantments, which it would be wrong to relate; 					
551	3	PART 1	34	Isle of Socotra	552	they would excite such amazement.					
552	3	PART 1	34	Isle of Socotra	553	We shall therefore leave them, and describe the island of Madagascar.			Madagascar	Madagascar	
553	3	PART 1	35	Madagascar	554	This is an island towards the south, about a thousand miles from Scotra.	Madagascar		Scotra	Scotra	
554	3	PART 1	35	Madagascar	555	The people are Saracens, adoring Mohammed ; 		Mohammed			
