chapterNo,chapterTitle,sectionNo,SentenceNo,sectionTitle,sentence,Person,Location
1,PART 1,34,504,Marco Polo's Journey-The River Pulisangan and its beautiful Bridge,"When a man leaves Kambalu and has gone ten miles, he finds a river called Pulisangan, which flows on to the ocean, and is crossed by many merchants with their goods.",,"Kambalu,Pulisangan"
1,PART 1,34,505,Marco Polo's Journey-The River Pulisangan and its beautiful Bridge," Over it is a grand stone bridge, which has not its equal in the world ; ",,
1,PART 1,34,506,Marco Polo's Journey-The River Pulisangan and its beautiful Bridge,"it is 300 paces long and eight broad, and ten horsemen can ride abreast over it.",,
1,PART 1,34,507,Marco Polo's Journey-The River Pulisangan and its beautiful Bridge,"It has twenty-four arches, supported by piers in the water, and is wholly of marble, finely wrought into columns in the manner that I will tell you.",,
1,PART 1,34,508,Marco Polo's Journey-The River Pulisangan and its beautiful Bridge,"At the head of the bridge is a column of marble, above and beneath which are beautifully carved lions of the same material, and about a pace distant is another column, with its lions, and between the two are slabs of gray marble, to secure passengers from falling into the water ; ",,
1,PART 1,34,509,Marco Polo's Journey-The River Pulisangan and its beautiful Bridge,and the whole bridge thus formed is the most magnificent object in the world.,,
1,PART 1,35,510,The great City of Geo-gui,"After leaving that bridge a man travels thirty miles westward, finding every where fine trees, villages, and inns, and then comes to a city which is named Geo-gui.",,Geo-gui
1,PART 1,35,511,The great City of Geo-gui,"The country is rich in grain, the people are all idolaters ; ",,
1,PART 1,35,512,The great City of Geo-gui,"they live by merchandise and the arts, making cloth of gold, as well as silk, and beautiful linen.",,
1,PART 1,35,513,The great City of Geo-gui,There are also numerous houses for the reception of strangers.,,
1,PART 1,35,514,The great City of Geo-gui,"A mile beyond that city are two roads, one leading westward through Cathay, the other southward to the great province of Manji.",,"Cathay,Manji"
1,PART 1,35,515,The great City of Geo-gui,"In riding westward through Cathay full ten days, you find always handsome cities and castles, abundance of arts and merchandise, fine inns, trees, vines, and a civilized people.",,Cathay
1,PART 1,36,516,The Cities of Ta-in-fu and Pi-an-fu,"At the end of this journey is a kingdom named Ta-in-fu,with a capital of the same name.",,Ta-in-fu
1,PART 1,36,517,The Cities of Ta-in-fu and Pi-an-fu,"It contains many arts and much merchandise, with a large supply of stores necessary for the imperial army.",,
1,PART 1,36,518,The Cities of Ta-in-fu and Pi-an-fu,"The district presents numerous vineyards, and being the only part of Cathay where wine is made, supplies it to the surrounding provinces.",,Cathay
1,PART 1,36,519,The Cities of Ta-in-fu and Pi-an-fu,"It yields also much silk, abounding in the trees on which the worms are fed.",,
1,PART 1,36,520,The Cities of Ta-in-fu and Pi-an-fu,"A degree of civilisation prevails among all the people of this country, in consequence of their frequent intercourse with the numerous towns which lie very near each other.",,
1,PART 1,36,521,The Cities of Ta-in-fu and Pi-an-fu,"The merchants are constantly carrying their goods from one to another, as fairs are successively held at each.",,
1,PART 1,36,522,The Cities of Ta-in-fu and Pi-an-fu,"Five days' journey beyond the ten already mentioned, there is said to be another city still larger and handsomer, named Achbaluch, where are the limits of his majesty's hunting-ground, within which no person must sport, except princes of his family, and others whose names are inscribed on the grand falconer's list ; ",,Achbaluch
1,PART 1,36,523,The Cities of Ta-in-fu and Pi-an-fu,"beyond, all persons qualified by their rank have that liberty.",,
1,PART 1,36,524,The Cities of Ta-in-fu and Pi-an-fu,The khan scarcely ever follows the chase in this quarter; ,khan,
1,PART 1,36,525,The Cities of Ta-in-fu and Pi-an-fu,"hence the wild animals, especially hares, multiply to such a degree, as to cause the destruction of all the growing corn.",,
1,PART 1,36,526,The Cities of Ta-in-fu and Pi-an-fu,"This having come to his knowledge, he was induced to repair thither with his whole court, and prodigious quantities of game were then taken.",,
1,PART 1,36,527,The Cities of Ta-in-fu and Pi-an-fu,"Leaving Ta-in-fu, and riding westward full seven days through very fine districts, amid numerous merchants, you find a large town, named Pi-an-fu,supported by commerce and the silk manufacture.",,"Ta-in-fu,Pi-an-fu"
1,PART 1,37,528,The Castle of Caya-fu--Story of its King and Prester John,"Two miles west of Pi-an-fu is a famous castle, named Caya-fu,built anciently by a king named Dor.",Dor,"Pi-an-fu,Caya-fu"
1,PART 1,37,529,The Castle of Caya-fu--Story of its King and Prester John,"In this castle is a very beautiful palace, with a great hall, containing portraits, beautifully painted, of all the kings who formerly reigned in these provinces.",,
1,PART 1,37,530,The Castle of Caya-fu--Story of its King and Prester John,"Having mentioned this King Dor, I will tell you a curious story of what passed between him and Prester John.","Dor,Prester John",
1,PART 1,37,531,The Castle of Caya-fu--Story of its King and Prester John,"The two sovereigns being at war, Dor was in so strong a situation that the other could not reach him, and was therefore much chagrined ; ",Dor,
1,PART 1,37,532,The Castle of Caya-fu--Story of its King and Prester John,"upon which seven of his servants said that they would bring before him his adversary, and if he wished even alive.",,
1,PART 1,37,533,The Castle of Caya-fu--Story of its King and Prester John,He said he should be very much obliged to them.,,
1,PART 1,37,534,The Castle of Caya-fu--Story of its King and Prester John,"Having obtained this permission, they went to the king and presented themselves as strangers desirous to serve him.",,
1,PART 1,37,535,The Castle of Caya-fu--Story of its King and Prester John,"He gave them an honourable welcome, and they began their duties with the utmost zeal, rendering themselves extremely acceptable.",,
1,PART 1,37,536,The Castle of Caya-fu--Story of its King and Prester John,"After they had remained two years, he became greatly attached to them, and confided in their love as if they had been his sons.",,
1,PART 1,37,537,The Castle of Caya-fu--Story of its King and Prester John,"Now hear what these wicked fellows did, and how difficult it is to find defence against a traitor.",,
1,PART 1,37,538,The Castle of Caya-fu--Story of its King and Prester John,"The king happened to go out on an excursion with a small number of persons, among whom were these seven.",,
1,PART 1,37,539,The Castle of Caya-fu--Story of its King and Prester John,"When they had passed a river distant from the palace, seeing that the king had not attendants enough to defend him, they laid hands on him, drew their swords, and threatened to kill him unless he instantly went along with them.",,
1,PART 1,37,540,The Castle of Caya-fu--Story of its King and Prester John,"He was greatly surprised, and said to them,-""What mean you by this, my sons? -what are you saying-whither do you wish me to go?""",,
1,PART 1,37,541,The Castle of Caya-fu--Story of its King and Prester John,"They replied :-"" We wish you to come with us to Prester John, who is our master.""",Prester John,
1,PART 1,37,542,The Castle of Caya-fu--Story of its King and Prester John,"When Dor heard this, he almost died with grief, and said-"" ha!my good friends, have I not honoured and treated you as children; why will you betray me into the hands of my enemy? This would be a most wicked and disloyal action.""",Dor,
1,PART 1,37,543,The Castle of Caya-fu--Story of its King and Prester John,They replied that it must be so.,,
1,PART 1,37,544,The Castle of Caya-fu--Story of its King and Prester John,"They led him to their sovereign, who rejoiced greatly, and addressed the king in very rough language.",,
1,PART 1,37,545,The Castle of Caya-fu--Story of its King and Prester John,"He made no reply, not knowing what to answer; upon which, the other set him to keep his cattle, as a mark of disgrace and contempt, and during two years he performed this menial office.",,
1,PART 1,37,546,The Castle of Caya-fu--Story of its King and Prester John,"After that time Prester John was appeased, and resolved to spare his captive.",Prester John,
